LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,adm1,llins1
Ola-oluwa,Akinyele,2026,Ola-oluwa,0.8,0.8,0.8,0.8,0.43559805,0.743085504,0.65,3,may,2321,Osun,PBO
Ola-oluwa,Akinyele,2029,Ola-oluwa,0.8,0.8,0.8,0.8,0.43559805,0.743085504,0.65,4,may,3416,Osun,PBO
Olamabolo,Owan East,2020,Olamabolo,0.8,0.8,0.8,0.8,0.317039805,0.728185686,0.65,1,march,70,Kogi,PBO
Olamabolo,Owan East,2023,Olamabolo,0.8,0.8,0.8,0.8,0.317039805,0.728185686,0.65,2,march,1165,Kogi,PBO
Olamabolo,Owan East,2026,Olamabolo,0.8,0.8,0.8,0.8,0.317039805,0.728185686,0.65,3,march,2260,Kogi,PBO
Olamabolo,Owan East,2029,Olamabolo,0.8,0.8,0.8,0.8,0.317039805,0.728185686,0.65,4,march,3355,Kogi,PBO
Olorunda,Akinyele,2020,Olorunda,0.8,0.8,0.8,0.8,0.431272633,0.742780083,0.65,1,may,131,Osun,PBO
Olorunda,Akinyele,2023,Olorunda,0.8,0.8,0.8,0.8,0.431272633,0.742780083,0.65,2,may,1226,Osun,PBO
Olorunda,Akinyele,2026,Olorunda,0.8,0.8,0.8,0.8,0.431272633,0.742780083,0.65,3,may,2321,Osun,PBO
Olorunda,Akinyele,2029,Olorunda,0.8,0.8,0.8,0.8,0.431272633,0.742780083,0.65,4,may,3416,Osun,PBO
Olorunsogo,Oke-Ero,2020,Olorunsogo,0.8,0.8,0.8,0.8,0.414397427,0.741472937,0.65,1,july,186,Oyo,PBO
Olorunsogo,Oke-Ero,2023,Olorunsogo,0.8,0.8,0.8,0.8,0.414397427,0.741472937,0.65,2,july,1281,Oyo,PBO
Olorunsogo,Oke-Ero,2026,Olorunsogo,0.8,0.8,0.8,0.8,0.414397427,0.741472937,0.65,3,july,2376,Oyo,PBO
Olorunsogo,Oke-Ero,2029,Olorunsogo,0.8,0.8,0.8,0.8,0.414397427,0.741472937,0.65,4,july,3471,Oyo,PBO
Oluyole,Oke-Ero,2020,Oluyole,0.8,0.8,0.8,0.8,0.288412035,0.721029342,0.65,1,july,186,Oyo,PBO
Oluyole,Oke-Ero,2023,Oluyole,0.8,0.8,0.8,0.8,0.288412035,0.721029342,0.65,2,july,1281,Oyo,PBO
Oluyole,Oke-Ero,2026,Oluyole,0.8,0.8,0.8,0.8,0.288412035,0.721029342,0.65,3,july,2376,Oyo,PBO
Oluyole,Oke-Ero,2029,Oluyole,0.8,0.8,0.8,0.8,0.288412035,0.721029342,0.65,4,july,3471,Oyo,PBO
Omala,Keana,2020,Omala,0.8,0.8,0.8,0.8,0.455368605,0.74434768,0.65,1,august,223,Kogi,PBO
Omala,Keana,2023,Omala,0.8,0.8,0.8,0.8,0.455368605,0.74434768,0.65,2,august,1318,Kogi,PBO
Omala,Keana,2026,Omala,0.8,0.8,0.8,0.8,0.455368605,0.74434768,0.65,3,august,2413,Kogi,PBO
Omala,Keana,2029,Omala,0.8,0.8,0.8,0.8,0.455368605,0.74434768,0.65,4,august,3508,Kogi,PBO
Omumma,Ngor-Okpala,2020,Omumma,0.8,0.8,0.8,0.8,0.307313641,0.725997989,0.65,1,june,162,Rivers,PBO
Omumma,Ngor-Okpala,2023,Omumma,0.8,0.8,0.8,0.8,0.307313641,0.725997989,0.65,2,june,1257,Rivers,PBO
Omumma,Ngor-Okpala,2026,Omumma,0.8,0.8,0.8,0.8,0.307313641,0.725997989,0.65,3,june,2352,Rivers,PBO
Omumma,Ngor-Okpala,2029,Omumma,0.8,0.8,0.8,0.8,0.307313641,0.725997989,0.65,4,june,3447,Rivers,PBO
Ona-Ara,Akinyele,2020,Ona-Ara,0.8,0.8,0.8,0.8,0.28722207,0.720680649,0.65,1,may,131,Oyo,Urban areas
Ona-Ara,Akinyele,2023,Ona-Ara,0.8,0.8,0.8,0.8,0.28722207,0.720680649,0.65,2,may,1226,Oyo,Urban areas
Ona-Ara,Akinyele,2026,Ona-Ara,0.8,0.8,0.8,0.8,0.28722207,0.720680649,0.65,3,may,2321,Oyo,Urban areas
Ona-Ara,Akinyele,2029,Ona-Ara,0.8,0.8,0.8,0.8,0.28722207,0.720680649,0.65,4,may,3416,Oyo,Urban areas
Ondo East,Akinyele,2020,Ondo East,0.8,0.8,0.8,0.8,0.359070133,0.735470693,0.65,1,may,131,Ondo,PBO
Ondo East,Akinyele,2023,Ondo East,0.8,0.8,0.8,0.8,0.359070133,0.735470693,0.65,2,may,1226,Ondo,PBO
Ondo East,Akinyele,2026,Ondo East,0.8,0.8,0.8,0.8,0.359070133,0.735470693,0.65,3,may,2321,Ondo,PBO
Ondo East,Akinyele,2029,Ondo East,0.8,0.8,0.8,0.8,0.359070133,0.735470693,0.65,4,may,3416,Ondo,PBO
Ondo West,Akinyele,2020,Ondo West,0.8,0.8,0.8,0.8,0.391888362,0.739394724,0.65,1,may,131,Ondo,PBO
Ondo West,Akinyele,2023,Ondo West,0.8,0.8,0.8,0.8,0.391888362,0.739394724,0.65,2,may,1226,Ondo,PBO
Ondo West,Akinyele,2026,Ondo West,0.8,0.8,0.8,0.8,0.391888362,0.739394724,0.65,3,may,2321,Ondo,PBO
Ondo West,Akinyele,2029,Ondo West,0.8,0.8,0.8,0.8,0.391888362,0.739394724,0.65,4,may,3416,Ondo,PBO
Onicha,Obubra,2020,Onicha,0.8,0.8,0.8,0.8,0.407479271,0.740878397,0.65,1,june,162,Ebonyi,PBO
Onicha,Obubra,2023,Onicha,0.8,0.8,0.8,0.8,0.407479271,0.740878397,0.65,2,june,1257,Ebonyi,PBO
Onicha,Obubra,2026,Onicha,0.8,0.8,0.8,0.8,0.407479271,0.740878397,0.65,3,june,2352,Ebonyi,PBO
Onicha,Obubra,2029,Onicha,0.8,0.8,0.8,0.8,0.407479271,0.740878397,0.65,4,june,3447,Ebonyi,PBO
Onitsha North,Uzo-Uwani,2020,Onitsha North,0.8,0.8,0.8,0.8,0.382531956,0.738396974,0.65,1,june,162,Anambra,PBO
Onitsha North,Uzo-Uwani,2023,Onitsha North,0.8,0.8,0.8,0.8,0.382531956,0.738396974,0.65,2,june,1257,Anambra,PBO
Onitsha North,Uzo-Uwani,2026,Onitsha North,0.8,0.8,0.8,0.8,0.382531956,0.738396974,0.65,3,june,2352,Anambra,PBO
Onitsha North,Uzo-Uwani,2029,Onitsha North,0.8,0.8,0.8,0.8,0.382531956,0.738396974,0.65,4,june,3447,Anambra,PBO
Onitsha South,Uzo-Uwani,2020,Onitsha South,0.8,0.8,0.8,0.8,0.368656397,0.736746223,0.65,1,june,162,Anambra,PBO
Onitsha South,Uzo-Uwani,2023,Onitsha South,0.8,0.8,0.8,0.8,0.368656397,0.736746223,0.65,2,june,1257,Anambra,PBO
Onitsha South,Uzo-Uwani,2026,Onitsha South,0.8,0.8,0.8,0.8,0.368656397,0.736746223,0.65,3,june,2352,Anambra,PBO
Onitsha South,Uzo-Uwani,2029,Onitsha South,0.8,0.8,0.8,0.8,0.368656397,0.736746223,0.65,4,june,3447,Anambra,PBO
Onna,Nsit Ubium,2021,Onna,0.8,0.8,0.8,0.8,0.191877243,0.66904259,0.65,1,june,527,Akwa Ibom,PBO
Onna,Nsit Ubium,2024,Onna,0.8,0.8,0.8,0.8,0.191877243,0.66904259,0.65,2,june,1622,Akwa Ibom,PBO
Onna,Nsit Ubium,2027,Onna,0.8,0.8,0.8,0.8,0.191877243,0.66904259,0.65,3,june,2717,Akwa Ibom,PBO
Onna,Nsit Ubium,2030,Onna,0.8,0.8,0.8,0.8,0.191877243,0.66904259,0.65,4,june,3812,Akwa Ibom,PBO
Opobo-Nkoro,Nsit Ubium,2020,Opobo/Nkoro,0.8,0.8,0.8,0.8,0.188571483,0.665974784,0.65,1,june,162,Rivers,PBO
Opobo-Nkoro,Nsit Ubium,2023,Opobo/Nkoro,0.8,0.8,0.8,0.8,0.188571483,0.665974784,0.65,2,june,1257,Rivers,PBO
Opobo-Nkoro,Nsit Ubium,2026,Opobo/Nkoro,0.8,0.8,0.8,0.8,0.188571483,0.665974784,0.65,3,june,2352,Rivers,PBO
Opobo-Nkoro,Nsit Ubium,2029,Opobo/Nkoro,0.8,0.8,0.8,0.8,0.188571483,0.665974784,0.65,4,june,3447,Rivers,PBO
Oredo,Uzo-Uwani,2020,Oredo,0.8,0.8,0.8,0.8,0.382076571,0.738346159,0.65,1,june,162,Edo,Urban areas
Oredo,Uzo-Uwani,2023,Oredo,0.8,0.8,0.8,0.8,0.382076571,0.738346159,0.65,2,june,1257,Edo,Urban areas
Oredo,Uzo-Uwani,2026,Oredo,0.8,0.8,0.8,0.8,0.382076571,0.738346159,0.65,3,june,2352,Edo,Urban areas
Oredo,Uzo-Uwani,2029,Oredo,0.8,0.8,0.8,0.8,0.382076571,0.738346159,0.65,4,june,3447,Edo,Urban areas
Orelope,Oke-Ero,2020,Orelope,0.8,0.8,0.8,0.8,0.392367103,0.739443491,0.65,1,july,186,Oyo,PBO
Orelope,Oke-Ero,2023,Orelope,0.8,0.8,0.8,0.8,0.392367103,0.739443491,0.65,2,july,1281,Oyo,PBO
Orelope,Oke-Ero,2026,Orelope,0.8,0.8,0.8,0.8,0.392367103,0.739443491,0.65,3,july,2376,Oyo,PBO
Orelope,Oke-Ero,2029,Orelope,0.8,0.8,0.8,0.8,0.392367103,0.739443491,0.65,4,july,3471,Oyo,PBO
Orhionmwon,Uzo-Uwani,2020,Orhionmwon,0.8,0.8,0.8,0.8,0.335936711,0.731847739,0.65,1,june,162,Edo,PBO
Orhionmwon,Uzo-Uwani,2023,Orhionmwon,0.8,0.8,0.8,0.8,0.335936711,0.731847739,0.65,2,june,1257,Edo,PBO
Orhionmwon,Uzo-Uwani,2026,Orhionmwon,0.8,0.8,0.8,0.8,0.335936711,0.731847739,0.65,3,june,2352,Edo,PBO
Orhionmwon,Uzo-Uwani,2029,Orhionmwon,0.8,0.8,0.8,0.8,0.335936711,0.731847739,0.65,4,june,3447,Edo,PBO
Ori Ire,Oke-Ero,2020,Ori Ire,0.8,0.8,0.8,0.8,0.343662506,0.733152018,0.65,1,july,186,Oyo,PBO
Ori Ire,Oke-Ero,2023,Ori Ire,0.8,0.8,0.8,0.8,0.343662506,0.733152018,0.65,2,july,1281,Oyo,PBO
Ori Ire,Oke-Ero,2026,Ori Ire,0.8,0.8,0.8,0.8,0.343662506,0.733152018,0.65,3,july,2376,Oyo,PBO
Ori Ire,Oke-Ero,2029,Ori Ire,0.8,0.8,0.8,0.8,0.343662506,0.733152018,0.65,4,july,3471,Oyo,PBO
Oriade,Oke-Ero,2020,Oriade,0.8,0.8,0.8,0.8,0.408517869,0.740970008,0.65,1,july,186,Osun,PBO
Oriade,Oke-Ero,2023,Oriade,0.8,0.8,0.8,0.8,0.408517869,0.740970008,0.65,2,july,1281,Osun,PBO
Oriade,Oke-Ero,2026,Oriade,0.8,0.8,0.8,0.8,0.408517869,0.740970008,0.65,3,july,2376,Osun,PBO
Oriade,Oke-Ero,2029,Oriade,0.8,0.8,0.8,0.8,0.408517869,0.740970008,0.65,4,july,3471,Osun,PBO
Orlu,Oru West,2020,Orlu,0.8,0.8,0.8,0.8,0.36849761,0.736726042,0.65,1,june,162,Imo,PBO
Orlu,Oru West,2023,Orlu,0.8,0.8,0.8,0.8,0.36849761,0.736726042,0.65,2,june,1257,Imo,PBO
Orlu,Oru West,2026,Orlu,0.8,0.8,0.8,0.8,0.36849761,0.736726042,0.65,3,june,2352,Imo,PBO
Orlu,Oru West,2029,Orlu,0.8,0.8,0.8,0.8,0.36849761,0.736726042,0.65,4,june,3447,Imo,PBO
Orolu,Oke-Ero,2020,Orolu,0.8,0.8,0.8,0.8,0.499090523,0.746511232,0.65,1,july,186,Osun,PBO
Orolu,Oke-Ero,2023,Orolu,0.8,0.8,0.8,0.8,0.499090523,0.746511232,0.65,2,july,1281,Osun,PBO
Orolu,Oke-Ero,2026,Orolu,0.8,0.8,0.8,0.8,0.499090523,0.746511232,0.65,3,july,2376,Osun,PBO
Orolu,Oke-Ero,2029,Orolu,0.8,0.8,0.8,0.8,0.499090523,0.746511232,0.65,4,july,3471,Osun,PBO
Oron,Nsit Ubium,2021,Oron,0.8,0.8,0.8,0.8,0.308094501,0.726182131,0.65,1,june,527,Akwa Ibom,PBO
Oron,Nsit Ubium,2024,Oron,0.8,0.8,0.8,0.8,0.308094501,0.726182131,0.65,2,june,1622,Akwa Ibom,PBO
Oron,Nsit Ubium,2027,Oron,0.8,0.8,0.8,0.8,0.308094501,0.726182131,0.65,3,june,2717,Akwa Ibom,PBO
Oron,Nsit Ubium,2030,Oron,0.8,0.8,0.8,0.8,0.308094501,0.726182131,0.65,4,june,3812,Akwa Ibom,PBO
Orsu,Oru West,2020,Orsu,0.8,0.8,0.8,0.8,0.258149058,0.710527415,0.65,1,june,162,Imo,PBO
Orsu,Oru West,2023,Orsu,0.8,0.8,0.8,0.8,0.258149058,0.710527415,0.65,2,june,1257,Imo,PBO
Orsu,Oru West,2026,Orsu,0.8,0.8,0.8,0.8,0.258149058,0.710527415,0.65,3,june,2352,Imo,PBO
Orsu,Oru West,2029,Orsu,0.8,0.8,0.8,0.8,0.258149058,0.710527415,0.65,4,june,3447,Imo,PBO
Oru East,Oru West,2020,Oru East,0.8,0.8,0.8,0.8,0.187100101,0.664569581,0.65,1,june,162,Imo,PBO
Oru East,Oru West,2023,Oru East,0.8,0.8,0.8,0.8,0.187100101,0.664569581,0.65,2,june,1257,Imo,PBO
Oru East,Oru West,2026,Oru East,0.8,0.8,0.8,0.8,0.187100101,0.664569581,0.65,3,june,2352,Imo,PBO
Oru East,Oru West,2029,Oru East,0.8,0.8,0.8,0.8,0.187100101,0.664569581,0.65,4,june,3447,Imo,PBO
Oru West,Oru West,2020,Oru West,0.8,0.8,0.8,0.8,0.176205894,0.653359801,0.65,1,june,162,Imo,PBO
Oru West,Oru West,2023,Oru West,0.8,0.8,0.8,0.8,0.176205894,0.653359801,0.65,2,june,1257,Imo,PBO
Oru West,Oru West,2026,Oru West,0.8,0.8,0.8,0.8,0.176205894,0.653359801,0.65,3,june,2352,Imo,PBO
Oru West,Oru West,2029,Oru West,0.8,0.8,0.8,0.8,0.176205894,0.653359801,0.65,4,june,3447,Imo,PBO
Oruk Anam,Nsit Ubium,2021,Oruk Anam,0.8,0.8,0.8,0.8,0.312496984,0.727192018,0.65,1,june,527,Akwa Ibom,PBO
Oruk Anam,Nsit Ubium,2024,Oruk Anam,0.8,0.8,0.8,0.8,0.312496984,0.727192018,0.65,2,june,1622,Akwa Ibom,PBO
Oruk Anam,Nsit Ubium,2027,Oruk Anam,0.8,0.8,0.8,0.8,0.312496984,0.727192018,0.65,3,june,2717,Akwa Ibom,PBO
Oruk Anam,Nsit Ubium,2030,Oruk Anam,0.8,0.8,0.8,0.8,0.312496984,0.727192018,0.65,4,june,3812,Akwa Ibom,PBO
Orumba North,Oru West,2020,Orumba North,0.8,0.8,0.8,0.8,0.403508225,0.74052015,0.65,1,june,162,Anambra,PBO
Orumba North,Oru West,2023,Orumba North,0.8,0.8,0.8,0.8,0.403508225,0.74052015,0.65,2,june,1257,Anambra,PBO
Orumba North,Oru West,2026,Orumba North,0.8,0.8,0.8,0.8,0.403508225,0.74052015,0.65,3,june,2352,Anambra,PBO
Orumba North,Oru West,2029,Orumba North,0.8,0.8,0.8,0.8,0.403508225,0.74052015,0.65,4,june,3447,Anambra,PBO
Orumba South,Oru West,2020,Orumba South,0.8,0.8,0.8,0.8,0.438379079,0.743276001,0.65,1,june,162,Anambra,PBO
Orumba South,Oru West,2023,Orumba South,0.8,0.8,0.8,0.8,0.438379079,0.743276001,0.65,2,june,1257,Anambra,PBO
Orumba South,Oru West,2026,Orumba South,0.8,0.8,0.8,0.8,0.438379079,0.743276001,0.65,3,june,2352,Anambra,PBO
Orumba South,Oru West,2029,Orumba South,0.8,0.8,0.8,0.8,0.438379079,0.743276001,0.65,4,june,3447,Anambra,PBO
Ose,Owan East,2020,Ose,0.8,0.8,0.8,0.8,0.341879574,0.732859996,0.65,1,march,70,Ondo,PBO
Ose,Owan East,2023,Ose,0.8,0.8,0.8,0.8,0.341879574,0.732859996,0.65,2,march,1165,Ondo,PBO
Ose,Owan East,2026,Ose,0.8,0.8,0.8,0.8,0.341879574,0.732859996,0.65,3,march,2260,Ondo,PBO
Ose,Owan East,2029,Ose,0.8,0.8,0.8,0.8,0.341879574,0.732859996,0.65,4,march,3355,Ondo,PBO
Oshimili North,Uzo-Uwani,2022,Oshimili North,0.8,0.8,0.8,0.8,0.34095855,0.732707076,0.65,1,june,892,Delta,PBO
Oshimili North,Uzo-Uwani,2025,Oshimili North,0.8,0.8,0.8,0.8,0.34095855,0.732707076,0.65,2,june,1987,Delta,PBO
Oshimili North,Uzo-Uwani,2028,Oshimili North,0.8,0.8,0.8,0.8,0.34095855,0.732707076,0.65,3,june,3082,Delta,PBO
Oshimili South,Uzo-Uwani,2022,Oshimili South,0.8,0.8,0.8,0.8,0.3079518,0.726148594,0.65,1,june,892,Delta,PBO
Oshimili South,Uzo-Uwani,2025,Oshimili South,0.8,0.8,0.8,0.8,0.3079518,0.726148594,0.65,2,june,1987,Delta,PBO
Oshimili South,Uzo-Uwani,2028,Oshimili South,0.8,0.8,0.8,0.8,0.3079518,0.726148594,0.65,3,june,3082,Delta,PBO
Oshodi-Isolo,Uzo-Uwani,2020,Oshodi-Isolo,0.8,0.8,0.8,0.8,0.465655625,0.744926945,0.5960392,1,june,162,Lagos,Urban areas
Oshodi-Isolo,Uzo-Uwani,2023,Oshodi-Isolo,0.8,0.8,0.8,0.8,0.465655625,0.744926945,0.5960392,2,june,1257,Lagos,Urban areas
Oshodi-Isolo,Uzo-Uwani,2026,Oshodi-Isolo,0.8,0.8,0.8,0.8,0.465655625,0.744926945,0.5960392,3,june,2352,Lagos,Urban areas
Oshodi-Isolo,Uzo-Uwani,2029,Oshodi-Isolo,0.8,0.8,0.8,0.8,0.465655625,0.744926945,0.5960392,4,june,3447,Lagos,Urban areas
Osisioma Ngwa,Ngor-Okpala,2020,Osisioma Ngwa,0.8,0.8,0.8,0.8,0.3223721,0.7292929,0.65,1,june,162,Abia,Urban areas
Osisioma Ngwa,Ngor-Okpala,2023,Osisioma Ngwa,0.8,0.8,0.8,0.8,0.3223721,0.7292929,0.65,2,june,1257,Abia,Urban areas
Osisioma Ngwa,Ngor-Okpala,2026,Osisioma Ngwa,0.8,0.8,0.8,0.8,0.3223721,0.7292929,0.65,3,june,2352,Abia,Urban areas
Osisioma Ngwa,Ngor-Okpala,2029,Osisioma Ngwa,0.8,0.8,0.8,0.8,0.3223721,0.7292929,0.65,4,june,3447,Abia,Urban areas
Osogbo,Owan East,2020,Osogbo,0.8,0.8,0.8,0.8,0.402576327,0.740434208,0.65,1,march,70,Osun,PBO
Osogbo,Owan East,2023,Osogbo,0.8,0.8,0.8,0.8,0.402576327,0.740434208,0.65,2,march,1165,Osun,PBO
Osogbo,Owan East,2026,Osogbo,0.8,0.8,0.8,0.8,0.402576327,0.740434208,0.65,3,march,2260,Osun,PBO
Osogbo,Owan East,2029,Osogbo,0.8,0.8,0.8,0.8,0.402576327,0.740434208,0.65,4,march,3355,Osun,PBO
Oturkpo,Owan East,2020,Oturkpo,0.8,0.8,0.8,0.8,0.406479871,0.740789435,0.65,1,march,70,Benue,PBO
Oturkpo,Owan East,2023,Oturkpo,0.8,0.8,0.8,0.8,0.406479871,0.740789435,0.65,2,march,1165,Benue,PBO
Oturkpo,Owan East,2026,Oturkpo,0.8,0.8,0.8,0.8,0.406479871,0.740789435,0.65,3,march,2260,Benue,PBO
Oturkpo,Owan East,2029,Oturkpo,0.8,0.8,0.8,0.8,0.406479871,0.740789435,0.65,4,march,3355,Benue,PBO
Ovia North East,Owan East,2020,Ovia North East,0.8,0.8,0.8,0.8,0.337624396,0.732141435,0.65,1,march,70,Edo,PBO
Ovia North East,Owan East,2023,Ovia North East,0.8,0.8,0.8,0.8,0.337624396,0.732141435,0.65,2,march,1165,Edo,PBO
Ovia North East,Owan East,2026,Ovia North East,0.8,0.8,0.8,0.8,0.337624396,0.732141435,0.65,3,march,2260,Edo,PBO
Ovia North East,Owan East,2029,Ovia North East,0.8,0.8,0.8,0.8,0.337624396,0.732141435,0.65,4,march,3355,Edo,PBO
Ovia South West,Akinyele,2020,Ovia South West,0.8,0.8,0.8,0.8,0.363545715,0.736080953,0.65,1,may,131,Edo,PBO
Ovia South West,Akinyele,2023,Ovia South West,0.8,0.8,0.8,0.8,0.363545715,0.736080953,0.65,2,may,1226,Edo,PBO
Ovia South West,Akinyele,2026,Ovia South West,0.8,0.8,0.8,0.8,0.363545715,0.736080953,0.65,3,may,2321,Edo,PBO
Ovia South West,Akinyele,2029,Ovia South West,0.8,0.8,0.8,0.8,0.363545715,0.736080953,0.65,4,may,3416,Edo,PBO
Owan East,Owan East,2020,Owan East,0.8,0.8,0.8,0.8,0.315089802,0.727765005,0.65,1,march,70,Edo,PBO
Owan East,Owan East,2023,Owan East,0.8,0.8,0.8,0.8,0.315089802,0.727765005,0.65,2,march,1165,Edo,PBO
Owan East,Owan East,2026,Owan East,0.8,0.8,0.8,0.8,0.315089802,0.727765005,0.65,3,march,2260,Edo,PBO
Owan East,Owan East,2029,Owan East,0.8,0.8,0.8,0.8,0.315089802,0.727765005,0.65,4,march,3355,Edo,PBO
Owan West,Owan East,2020,Owan West,0.8,0.8,0.8,0.8,0.389346565,0.739132174,0.65,1,march,70,Edo,PBO
Owan West,Owan East,2023,Owan West,0.8,0.8,0.8,0.8,0.389346565,0.739132174,0.65,2,march,1165,Edo,PBO
Owan West,Owan East,2026,Owan West,0.8,0.8,0.8,0.8,0.389346565,0.739132174,0.65,3,march,2260,Edo,PBO
Owan West,Owan East,2029,Owan West,0.8,0.8,0.8,0.8,0.389346565,0.739132174,0.65,4,march,3355,Edo,PBO
Owerri-Municipal,Oru West,2020,Owerri-Municipal,0.8125,0.8,0.916666667,0.8,0.197408696,0.67390989,0.65,1,june,162,Imo,PBO
Owerri-Municipal,Oru West,2023,Owerri-Municipal,0.8125,0.8,0.916666667,0.8,0.197408696,0.67390989,0.65,2,june,1257,Imo,PBO
Owerri-Municipal,Oru West,2026,Owerri-Municipal,0.8125,0.8,0.916666667,0.8,0.197408696,0.67390989,0.65,3,june,2352,Imo,PBO
Owerri-Municipal,Oru West,2029,Owerri-Municipal,0.8125,0.8,0.916666667,0.8,0.197408696,0.67390989,0.65,4,june,3447,Imo,PBO
Owerri North,Ngor-Okpala,2020,Owerri North,0.8,0.8,0.8,0.8,0.244109669,0.704259228,0.65,1,june,162,Imo,PBO
Owerri North,Ngor-Okpala,2023,Owerri North,0.8,0.8,0.8,0.8,0.244109669,0.704259228,0.65,2,june,1257,Imo,PBO
Owerri North,Ngor-Okpala,2026,Owerri North,0.8,0.8,0.8,0.8,0.244109669,0.704259228,0.65,3,june,2352,Imo,PBO
Owerri North,Ngor-Okpala,2029,Owerri North,0.8,0.8,0.8,0.8,0.244109669,0.704259228,0.65,4,june,3447,Imo,PBO
Owerri West,Ngor-Okpala,2020,Owerri West,0.8,0.8,0.8,0.8,0.204213478,0.679467215,0.65,1,june,162,Imo,PBO
Owerri West,Ngor-Okpala,2023,Owerri West,0.8,0.8,0.8,0.8,0.204213478,0.679467215,0.65,2,june,1257,Imo,PBO
Owerri West,Ngor-Okpala,2026,Owerri West,0.8,0.8,0.8,0.8,0.204213478,0.679467215,0.65,3,june,2352,Imo,PBO
Owerri West,Ngor-Okpala,2029,Owerri West,0.8,0.8,0.8,0.8,0.204213478,0.679467215,0.65,4,june,3447,Imo,PBO
Owo,Owan East,2020,Owo,0.8,0.8,0.8,0.8,0.289251141,0.721272468,0.65,1,march,70,Ondo,PBO
Owo,Owan East,2023,Owo,0.8,0.8,0.8,0.8,0.289251141,0.721272468,0.65,2,march,1165,Ondo,PBO
Owo,Owan East,2026,Owo,0.8,0.8,0.8,0.8,0.289251141,0.721272468,0.65,3,march,2260,Ondo,PBO
Owo,Owan East,2029,Owo,0.8,0.8,0.8,0.8,0.289251141,0.721272468,0.65,4,march,3355,Ondo,PBO
Oye,Oke-Ero,2020,Oye,0.8,0.8,0.8,0.8,0.299868816,0.72416227,0.65,1,july,186,Ekiti,PBO
Oye,Oke-Ero,2023,Oye,0.8,0.8,0.8,0.8,0.299868816,0.72416227,0.65,2,july,1281,Ekiti,PBO
Oye,Oke-Ero,2026,Oye,0.8,0.8,0.8,0.8,0.299868816,0.72416227,0.65,3,july,2376,Ekiti,PBO
Oye,Oke-Ero,2029,Oye,0.8,0.8,0.8,0.8,0.299868816,0.72416227,0.65,4,july,3471,Ekiti,PBO
Oyi,Uzo-Uwani,2020,Oyi,0.8,0.8,0.8,0.8,0.387377598,0.738924512,0.65,1,june,162,Anambra,PBO
Oyi,Uzo-Uwani,2023,Oyi,0.8,0.8,0.8,0.8,0.387377598,0.738924512,0.65,2,june,1257,Anambra,PBO
Oyi,Uzo-Uwani,2026,Oyi,0.8,0.8,0.8,0.8,0.387377598,0.738924512,0.65,3,june,2352,Anambra,PBO
Oyi,Uzo-Uwani,2029,Oyi,0.8,0.8,0.8,0.8,0.387377598,0.738924512,0.65,4,june,3447,Anambra,PBO
Oyigbo,Nsit Ubium,2020,Oyigbo,0.8,0.8,0.8,0.8,0.27812843,0.717857195,0.65,1,june,162,Rivers,PBO
Oyigbo,Nsit Ubium,2023,Oyigbo,0.8,0.8,0.8,0.8,0.27812843,0.717857195,0.65,2,june,1257,Rivers,PBO
Oyigbo,Nsit Ubium,2026,Oyigbo,0.8,0.8,0.8,0.8,0.27812843,0.717857195,0.65,3,june,2352,Rivers,PBO
Oyigbo,Nsit Ubium,2029,Oyigbo,0.8,0.8,0.8,0.8,0.27812843,0.717857195,0.65,4,june,3447,Rivers,PBO
Oyo East,Akinyele,2020,Oyo East,0.8,0.8,0.8,0.8,0.47806867,0.745564576,0.65,1,may,131,Oyo,PBO
Oyo East,Akinyele,2023,Oyo East,0.8,0.8,0.8,0.8,0.47806867,0.745564576,0.65,2,may,1226,Oyo,PBO
Oyo East,Akinyele,2026,Oyo East,0.8,0.8,0.8,0.8,0.47806867,0.745564576,0.65,3,may,2321,Oyo,PBO
Oyo East,Akinyele,2029,Oyo East,0.8,0.8,0.8,0.8,0.47806867,0.745564576,0.65,4,may,3416,Oyo,PBO
Oyo West,Akinyele,2020,Oyo West,0.8,0.8,0.8,0.8,0.423437594,0.742197038,0.65,1,may,131,Oyo,PBO
Oyo West,Akinyele,2023,Oyo West,0.8,0.8,0.8,0.8,0.423437594,0.742197038,0.65,2,may,1226,Oyo,PBO
Oyo West,Akinyele,2026,Oyo West,0.8,0.8,0.8,0.8,0.423437594,0.742197038,0.65,3,may,2321,Oyo,PBO
Oyo West,Akinyele,2029,Oyo West,0.8,0.8,0.8,0.8,0.423437594,0.742197038,0.65,4,may,3416,Oyo,PBO
Oyun,Oke-Ero,2020,Oyun,0.8,0.8,0.8,0.8,0.379244204,0.738025187,0.65,1,july,186,Kwara,PBO
Oyun,Oke-Ero,2023,Oyun,0.8,0.8,0.8,0.8,0.379244204,0.738025187,0.65,2,july,1281,Kwara,PBO
Oyun,Oke-Ero,2026,Oyun,0.8,0.8,0.8,0.8,0.379244204,0.738025187,0.65,3,july,2376,Kwara,PBO
Oyun,Oke-Ero,2029,Oyun,0.8,0.8,0.8,0.8,0.379244204,0.738025187,0.65,4,july,3471,Kwara,PBO
