LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
Minjibir,Taura,2022,Minjibir,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.765361635,0.751549337,0.908619252
Minjibir,Taura,2025,Minjibir,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.765361635,0.751549337,0.908619252
Nasarawa1,Alkaleri,2022,Nasarawa1,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.596034944,0.749384951,0.784227286
Nasarawa1,Alkaleri,2025,Nasarawa1,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.596034944,0.749384951,0.784227286
Rano,Gwarzo,2022,Rano,0.885714286,0.8,0.8,0.855072464,1,august,953,PBO(2021),0.827920103,0.751949966,0.932945498
Rano,Gwarzo,2025,Rano,0.885714286,0.8,0.8,0.855072464,2,august,2048,PBO(2021),0.827920103,0.751949966,0.932945498
Rimin Gado,Gwarzo,2022,Rimin Gado,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.821146228,0.751912544,0.930674741
Rimin Gado,Gwarzo,2025,Rimin Gado,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.821146228,0.751912544,0.930674741
Bindawa,Rimi,2021,Bindawa,0.8,0.916666667,0.807692308,0.805970149,1,march,496,PBO(2021),0.7272811,0.75123124,0.889423658
Bindawa,Rimi,2024,Bindawa,0.8,0.916666667,0.807692308,0.805970149,2,march,1591,PBO(2021),0.7272811,0.75123124,0.889423658
Rogo,Gwarzo,2022,Rogo,0.87804878,0.8,0.8,0.887096774,1,august,953,PBO(2021),0.768098821,0.751569755,0.909857087
Rogo,Gwarzo,2025,Rogo,0.87804878,0.8,0.8,0.887096774,2,august,2048,PBO(2021),0.768098821,0.751569755,0.909857087
Shanono,Gwarzo,2022,Shanono,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.799731381,0.75178541,0.922952286
Shanono,Gwarzo,2025,Shanono,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.799731381,0.75178541,0.922952286
Sumaila,Takali,2022,Sumaila,0.837837838,0.8,0.8,0.8,1,september,980,PBO(2021),0.700387319,0.750961939,0.873355122
Sumaila,Takali,2025,Sumaila,0.837837838,0.8,0.8,0.8,2,september,2075,PBO(2021),0.700387319,0.750961939,0.873355122
Takali,Takali,2022,Takali,0.8,0.8,0.8,0.8,1,september,980,PBO(2021),0.795192474,0.75175662,0.921202863
Takali,Takali,2025,Takali,0.8,0.8,0.8,0.8,2,september,2075,PBO(2021),0.795192474,0.75175662,0.921202863
Tarauni,Alkaleri,2022,Tarauni,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.628535688,0.749990791,0.817372224
Tarauni,Alkaleri,2025,Tarauni,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.628535688,0.749990791,0.817372224
Tudun Wada,Gwarzo,2022,Tudun Wada,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.765017665,0.751546749,0.908462443
Tudun Wada,Gwarzo,2025,Tudun Wada,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.765017665,0.751546749,0.908462443
Ungogo,Taura,2022,Ungogo,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.67144052,0.750620804,0.853313141
Ungogo,Taura,2025,Ungogo,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.67144052,0.750620804,0.853313141
Warawa,Gwarzo,2022,Warawa,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.807358735,0.751832296,0.925801125
Warawa,Gwarzo,2025,Warawa,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.807358735,0.751832296,0.925801125
Wudil,Gwarzo,2022,Wudil,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.764562514,0.751543319,0.908254516
Wudil,Gwarzo,2025,Wudil,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.764562514,0.751543319,0.908254516
Daura,Babura,2021,Daura,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.575080323,0.748918986,0.75969419
Daura,Babura,2024,Daura,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.575080323,0.748918986,0.75969419
Bakori,Gwarzo,2021,Bakori,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.670473637,0.750608361,0.852589426
Bakori,Gwarzo,2024,Bakori,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.670473637,0.750608361,0.852589426
Batagarawa,Rimi,2021,Batagarawa,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.663607785,0.750517877,0.847342775
Batagarawa,Rimi,2024,Batagarawa,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.663607785,0.750517877,0.847342775
Batsari,Rimi,2021,Batsari,0.847826087,0.8,0.8,0.8,1,march,496,PBO(2021),0.697059776,0.750925622,0.871203872
Batsari,Rimi,2024,Batsari,0.847826087,0.8,0.8,0.8,2,march,1591,PBO(2021),0.697059776,0.750925622,0.871203872
Charanchi,Rimi,2021,Charanchi,0.861111111,0.818181818,0.8,0.803030303,1,march,496,PBO(2021),0.738728442,0.751333985,0.895602343
Charanchi,Rimi,2024,Charanchi,0.861111111,0.818181818,0.8,0.803030303,2,march,1591,PBO(2021),0.738728442,0.751333985,0.895602343
Dan Musa,Rimi,2021,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,1,march,496,PBO(2021),0.814381216,0.751873872,0.928326675
Dan Musa,Rimi,2024,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,2,march,1591,PBO(2021),0.814381216,0.751873872,0.928326675
Dandume,Giwa,2021,Dandume,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.480345251,0.745674804,0.65
Dandume,Giwa,2024,Dandume,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.480345251,0.745674804,0.65
Danja,Giwa,2021,Danja,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.615786128,0.749768295,0.805035477
Danja,Giwa,2024,Danja,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.615786128,0.749768295,0.805035477
Dutsin-Ma,Rimi,2021,Dutsin-Ma,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.731600297,0.751270782,0.891798731
Dutsin-Ma,Rimi,2024,Dutsin-Ma,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.731600297,0.751270782,0.891798731
Faskari,Giwa,2021,Faskari,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.713932669,0.751102753,0.881732715
Faskari,Giwa,2024,Faskari,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.713932669,0.751102753,0.881732715
Funtua,Gwarzo,2021,Funtua,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.500280747,0.746560342,0.647463373
Funtua,Gwarzo,2024,Funtua,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.500280747,0.746560342,0.647463373
Asa,Oke-Ero,2021,Asa,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.293917451,0.9,0.61
Asa,Oke-Ero,2024,Asa,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.293917451,0.9,0.61
Ingawa,Rimi,2021,Ingawa,0.931034483,0.833333333,0.8,0.818181818,1,march,496,PBO(2021),0.687125681,0.750812891,0.864552136
Ingawa,Rimi,2024,Ingawa,0.931034483,0.833333333,0.8,0.818181818,2,march,1591,PBO(2021),0.687125681,0.750812891,0.864552136
Kafur,Gwarzo,2021,Kafur,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.742026184,0.751362388,0.897314414
Kafur,Gwarzo,2024,Kafur,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.742026184,0.751362388,0.897314414
Kankara,Rimi,2021,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,1,march,496,PBO(2021),0.803891608,0.751811211,0.924520058
Kankara,Rimi,2024,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,2,march,1591,PBO(2021),0.803891608,0.751811211,0.924520058
Kankia,Rimi,2021,Kankia,0.85,0.821428571,0.833333333,0.835820896,1,march,496,PBO(2021),0.757287742,0.751487324,0.904863131
Kankia,Rimi,2024,Kankia,0.85,0.821428571,0.833333333,0.835820896,2,march,1591,PBO(2021),0.757287742,0.751487324,0.904863131
Katsina,Rimi,2021,Katsina,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.71205914,0.751083925,0.880609312
Katsina,Rimi,2024,Katsina,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.71205914,0.751083925,0.880609312
Kurfi,Rimi,2021,Kurfi,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.682045441,0.750752634,0.861013305
Kurfi,Rimi,2024,Kurfi,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.682045441,0.750752634,0.861013305
Kusada,Rimi,2021,Kusada,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.768769267,0.75157471,0.910157594
Kusada,Rimi,2024,Kusada,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.768769267,0.75157471,0.910157594
Malumfashi,Gwarzo,2021,Malumfashi,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.793678153,0.751746863,0.920609989
Malumfashi,Gwarzo,2024,Malumfashi,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.793678153,0.751746863,0.920609989
Mani,Rimi,2021,Mani,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.663582347,0.750517535,0.847322981
Mani,Rimi,2024,Mani,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.663582347,0.750517535,0.847322981
Matazuu,Rimi,2021,Matazuu,0.961538462,0.923076923,0.941176471,0.984615385,1,march,496,PBO(2021),0.801649222,0.751797373,0.923679212
Matazuu,Rimi,2024,Matazuu,0.961538462,0.923076923,0.941176471,0.984615385,2,march,1591,PBO(2021),0.801649222,0.751797373,0.923679212
Musawa,Gwarzo,2021,Musawa,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.831548285,0.751969493,0.93412969
Musawa,Gwarzo,2024,Musawa,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.831548285,0.751969493,0.93412969
Rimi,Rimi,2021,Rimi,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.681368316,0.750744464,0.860534422
Rimi,Rimi,2024,Rimi,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.681368316,0.750744464,0.860534422
Sabuwa,Giwa,2021,Sabuwa,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.595830662,0.749380719,0.784000715
Sabuwa,Giwa,2024,Sabuwa,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.595830662,0.749380719,0.784000715
Safana,Babura,2021,Safana,0.952380952,0.852941176,0.882352941,0.942028986,1,may,496,PBO(2021),0.597825124,0.749421794,0.786202556
Safana,Babura,2024,Safana,0.952380952,0.852941176,0.882352941,0.942028986,2,may,1591,PBO(2021),0.597825124,0.749421794,0.786202556
Sandamu,Rimi,2021,Sandamu,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.756649451,0.751482305,0.904559365
Sandamu,Rimi,2024,Sandamu,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.756649451,0.751482305,0.904559365
Iseyin,Akinyele,2021,Iseyin,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.381804807,0.738315731,0.65
Iseyin,Akinyele,2024,Iseyin,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.381804807,0.738315731,0.65
Adavi,Owan East,2021,Adavi,0.830655145,0.8,0.8,0.8,1,march,496,PBO(2021),0.308698703,0.726323559,0.65
Adavi,Owan East,2024,Adavi,0.830655145,0.8,0.8,0.8,2,march,1591,PBO(2021),0.308698703,0.726323559,0.65
Ajaokuta,Owan East,2021,Ajaokuta,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.321205627,0.729055954,0.65
Ajaokuta,Owan East,2024,Ajaokuta,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.321205627,0.729055954,0.65
Ankpa,Owan East,2021,Ankpa,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.382494781,0.738392834,0.65
Ankpa,Owan East,2024,Ankpa,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.382494781,0.738392834,0.65
Bassa1,Keana,2021,Bassa1,0.9,0.8,0.8,0.846153846,1,august,588,PBO(2021),0.406315085,0.74077469,0.65
Bassa1,Keana,2024,Bassa1,0.9,0.8,0.8,0.846153846,2,august,1683,PBO(2021),0.406315085,0.74077469,0.65
Dekina,Owan East,2021,Dekina,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.371777405,0.737136714,0.65
Dekina,Owan East,2024,Dekina,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.371777405,0.737136714,0.65
Edu,Oke-Ero,2021,Edu,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.339359862,0.9,0.61
Edu,Oke-Ero,2024,Edu,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.339359862,0.9,0.61
Ibaji,Uzo-Uwani,2021,Ibaji,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.335530068,0.731776216,0.65
Ibaji,Uzo-Uwani,2024,Ibaji,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.335530068,0.731776216,0.65
Idah,Uzo-Uwani,2021,Idah,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.382023573,0.738340231,0.65
Idah,Uzo-Uwani,2024,Idah,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.382023573,0.738340231,0.65
Igalamela-Odolu,Uzo-Uwani,2021,Igalamela-Odolu,0.845747123,0.8,0.8,0.8,1,june,527,PBO(2021),0.344682632,0.733316763,0.65
Igalamela-Odolu,Uzo-Uwani,2024,Igalamela-Odolu,0.845747123,0.8,0.8,0.8,2,june,1622,PBO(2021),0.344682632,0.733316763,0.65
Ijumu,Oke-Ero,2021,Ijumu,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.312708323,0.727239315,0.65
Ijumu,Oke-Ero,2024,Ijumu,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.312708323,0.727239315,0.65
Kabba/Bunu,Oke-Ero,2021,Kabba-Bunu,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.319779497,0.728762304,0.65
Kabba/Bunu,Oke-Ero,2024,Kabba-Bunu,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.319779497,0.728762304,0.65
Kogi,Keana,2021,Kogi,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.368216183,0.736690199,0.65
Kogi,Keana,2024,Kogi,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.368216183,0.736690199,0.65
Lokoja,Keana,2021,Lokoja,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.314676325,0.727674684,0.65
Lokoja,Keana,2024,Lokoja,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.314676325,0.727674684,0.65
Mopa-Muro,Oke-Ero,2021,Mopa-Muro,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.291856976,0.722013254,0.65
Mopa-Muro,Oke-Ero,2024,Mopa-Muro,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.291856976,0.722013254,0.65
Ofu,Owan East,2021,Ofu,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.33495597,0.731674733,0.65
Ofu,Owan East,2024,Ofu,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.33495597,0.731674733,0.65
Okehi,Owan East,2021,Okehi,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.293031638,0.722340278,0.65
Okehi,Owan East,2024,Okehi,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.293031638,0.722340278,0.65
Okene,Owan East,2021,Okene,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.275677686,0.717045537,0.65
Okene,Owan East,2024,Okene,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.275677686,0.717045537,0.65
Olamabolo,Owan East,2021,Olamabolo,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.317039805,0.728185686,0.65
Olamabolo,Owan East,2024,Olamabolo,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.317039805,0.728185686,0.65
Omala,Keana,2021,Omala,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.455368605,0.74434768,0.65
Omala,Keana,2024,Omala,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.455368605,0.74434768,0.65
Yagba East,Oke-Ero,2021,Yagba East,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.291276571,0.721850099,0.65
Yagba East,Oke-Ero,2024,Yagba East,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.291276571,0.721850099,0.65
Ifelodun1,Oke-Ero,2021,Ifelodun1,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.357982328,0.9,0.61
Ifelodun1,Oke-Ero,2024,Ifelodun1,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.357982328,0.9,0.61
Ilorin East,Oke-Ero,2021,Ilorin East,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.350824888,0.9,0.61
Ilorin East,Oke-Ero,2024,Ilorin East,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.350824888,0.9,0.61
Ilorin South,Oke-Ero,2021,Ilorin South,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.316790933,0.9,0.61
Ilorin South,Oke-Ero,2024,Ilorin South,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.316790933,0.9,0.61
Ilorin West,Owan East,2021,Ilorin West,0.8,0.8,0.8,0.8,1,march,496,NewGen(2021),0.300629985,0.9,0.61
Ilorin West,Owan East,2024,Ilorin West,0.8,0.8,0.8,0.8,2,march,1591,NewGen(2021),0.300629985,0.9,0.61
Irepodun1,Owan East,2021,Irepodun1,0.8,0.8,0.8,0.8,1,march,496,NewGen(2021),0.354587436,0.9,0.61
Irepodun1,Owan East,2024,Irepodun1,0.8,0.8,0.8,0.8,2,march,1591,NewGen(2021),0.354587436,0.9,0.61
Itesiwaju,Akinyele,2021,Itesiwaju,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.428195908,0.742555826,0.65
Itesiwaju,Akinyele,2024,Itesiwaju,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.428195908,0.742555826,0.65
Isin,Oke-Ero,2021,Isin,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.349688854,0.9,0.61
Isin,Oke-Ero,2024,Isin,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.349688854,0.9,0.61
Kaiama,Oke-Ero,2021,Kaiama,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.409404988,0.9,0.61
Kaiama,Oke-Ero,2024,Kaiama,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.409404988,0.9,0.61
Moro,Oke-Ero,2021,Moro,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.336971467,0.9,0.61
Moro,Oke-Ero,2024,Moro,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.336971467,0.9,0.61
Offa,Akinyele,2021,Offa,0.8,0.8,0.8,0.8,1,may,496,NewGen(2021),0.350724749,0.9,0.61
Offa,Akinyele,2024,Offa,0.8,0.8,0.8,0.8,2,may,1591,NewGen(2021),0.350724749,0.9,0.61
Oke-Ero,Oke-Ero,2021,Oke-Ero,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.328086235,0.9,0.61
Oke-Ero,Oke-Ero,2024,Oke-Ero,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.328086235,0.9,0.61
Kajola,Akinyele,2021,Kajola,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.406200649,0.740764438,0.65
Kajola,Akinyele,2024,Kajola,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.406200649,0.740764438,0.65
Oyun,Oke-Ero,2021,Oyun,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.379244204,0.9,0.61
Oyun,Oke-Ero,2024,Oyun,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.379244204,0.9,0.61
Pategi,Oke-Ero,2021,Pategi,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.318277299,0.9,0.61
Pategi,Oke-Ero,2024,Pategi,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.318277299,0.9,0.61
Agege,Uzo-Uwani,2021,Agege,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.445938468,0.743771706,0.65
Agege,Uzo-Uwani,2024,Agege,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.445938468,0.743771706,0.65
Ajeromi-Ifelodun,Uzo-Uwani,2021,Ajeromi-Ifelodun,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.442448497,0.743546776,0.65
Ajeromi-Ifelodun,Uzo-Uwani,2024,Ajeromi-Ifelodun,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.442448497,0.743546776,0.65
Alimosho,Uzo-Uwani,2021,Alimosho,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.431973509,0.742830344,0.65
Alimosho,Uzo-Uwani,2024,Alimosho,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.431973509,0.742830344,0.65
Apapa,Isoko South,2021,Apapa,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.464571223,0.74486815,0.65
Apapa,Isoko South,2024,Apapa,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.464571223,0.74486815,0.65
Epe,Uzo-Uwani,2021,Epe,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.40174632,0.740357052,0.65
Epe,Uzo-Uwani,2024,Epe,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.40174632,0.740357052,0.65
Ifako-Ijaye,Uzo-Uwani,2021,Ifako-Ijaye,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.390672088,0.739269859,0.65
Ifako-Ijaye,Uzo-Uwani,2024,Ifako-Ijaye,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.390672088,0.739269859,0.65
Ikeja,Uzo-Uwani,2021,Ikeja,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.481253048,0.745718207,0.65
Ikeja,Uzo-Uwani,2024,Ikeja,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.481253048,0.745718207,0.65
Mushin,Isoko South,2021,Mushin,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.475938767,0.745459626,0.65
Mushin,Isoko South,2024,Mushin,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.475938767,0.745459626,0.65
Ojo,Isoko South,2021,Ojo,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.435361631,0.7430691,0.65
Ojo,Isoko South,2024,Ojo,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.435361631,0.7430691,0.65
Oshodi-Isolo,Uzo-Uwani,2021,Oshodi-Isolo,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.465655625,0.744926945,0.65
Oshodi-Isolo,Uzo-Uwani,2024,Oshodi-Isolo,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.465655625,0.744926945,0.65
Surulere1,Oke-Ero,2021,Surulere1,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.464358896,0.744856578,0.65
Surulere1,Oke-Ero,2024,Surulere1,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.464358896,0.744856578,0.65
Chanchaga,Keana,2022,Chanchaga,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.393820889,0.73959027,0.65
Chanchaga,Keana,2025,Chanchaga,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.393820889,0.73959027,0.65
Agaie,Oke-Ero,2022,Agaie,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.469310553,0.745121348,0.65
Agaie,Oke-Ero,2025,Agaie,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.469310553,0.745121348,0.65
Agwara,Birnin Kebbi,2022,Agwara,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.513248554,0.747067471,0.670022422
Agwara,Birnin Kebbi,2025,Agwara,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.513248554,0.747067471,0.670022422
Bida,Oke-Ero,2022,Bida,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.354220152,0.734778553,0.65
Bida,Oke-Ero,2025,Bida,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.354220152,0.734778553,0.65
Bosso,Keana,2022,Bosso,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.45101388,0.744087308,0.65
Bosso,Keana,2025,Bosso,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.45101388,0.744087308,0.65
Edati,Oke-Ero,2022,Edati,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.417118573,0.741696977,0.65
Edati,Oke-Ero,2025,Edati,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.417118573,0.741696977,0.65
Gbako,Oke-Ero,2022,Gbako,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.413494411,0.74139739,0.65
Gbako,Oke-Ero,2025,Gbako,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.413494411,0.74139739,0.65
Gurara,Oke-Ero,2022,Gurara,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.530491978,0.747669649,0.697881299
Gurara,Oke-Ero,2025,Gurara,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.530491978,0.747669649,0.697881299
Katcha,Oke-Ero,2022,Katcha,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.42622003,0.742408635,0.65
Katcha,Oke-Ero,2025,Katcha,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.42622003,0.742408635,0.65
Kontagora,Oke-Ero,2022,Kontagora,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.60860437,0.74963463,0.797715733
Kontagora,Oke-Ero,2025,Kontagora,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.60860437,0.74963463,0.797715733
Lapai,Oke-Ero,2022,Lapai,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.420239724,0.74194743,0.65
Lapai,Oke-Ero,2025,Lapai,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.420239724,0.74194743,0.65
Lavun,Oke-Ero,2022,Lavun,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.535336764,0.747825501,0.705289528
Lavun,Oke-Ero,2025,Lavun,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.535336764,0.747825501,0.705289528
Magama,Oke-Ero,2022,Magama,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.472155733,0.745268762,0.65
Magama,Oke-Ero,2025,Magama,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.472155733,0.745268762,0.65
Mariga,Oke-Ero,2022,Mariga,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.651231893,0.750344871,0.837392354
Mariga,Oke-Ero,2025,Mariga,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.651231893,0.750344871,0.837392354
Mashegu,Oke-Ero,2022,Mashegu,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.469502121,0.74513138,0.65
