LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,round
Orumba North,Oru West,NA,0.689809195,0.689809195,2051,140,2025,3
Orumba South,Oru West,NA,0.480757426,0.480757426,468,821,2021,1
Orumba South,Oru West,NA,0.550437425,0.550437425,1289,762,2023,2
Orumba South,Oru West,NA,0.620117423,0.620117423,2051,140,2025,3
Ose,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Ose,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Ose,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Oshimili North,Uzo-Uwani,NA,0.49040945,0.49040945,468,821,2021,1
Oshimili North,Uzo-Uwani,NA,0.560626416,0.560626416,1289,762,2023,2
Oshimili North,Uzo-Uwani,NA,0.630843381,0.630843381,2051,140,2025,3
Oshimili South,Uzo-Uwani,NA,0.49040945,0.49040945,468,821,2021,1
Oshimili South,Uzo-Uwani,NA,0.560626416,0.560626416,1289,762,2023,2
Oshimili South,Uzo-Uwani,NA,0.630843381,0.630843381,2051,140,2025,3
Oshodi-Isolo,Uzo-Uwani,NA,0.320216965,0.320216965,468,821,2021,1
Oshodi-Isolo,Uzo-Uwani,NA,0.390433931,0.390433931,1289,762,2023,2
Oshodi-Isolo,Uzo-Uwani,NA,0.460650896,0.460650896,2051,140,2025,3
Osisioma Ngwa,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Osisioma Ngwa,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Osisioma Ngwa,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Osogbo,Owan East,NA,0.542422378,0.542422378,468,821,2021,1
Osogbo,Owan East,NA,0.584844756,0.584844756,1289,762,2023,2
Osogbo,Owan East,NA,0.627267134,0.627267134,2051,140,2025,3
Oturkpo,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Oturkpo,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Oturkpo,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Ovia North East,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Ovia North East,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Ovia North East,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Ovia South West,Akinyele,NA,0.170831081,0.170831081,468,821,2021,1
Ovia South West,Akinyele,NA,0.198805018,0.198805018,1289,762,2023,2
Ovia South West,Akinyele,NA,0.226778956,0.226778956,2051,140,2025,3
Owan East,Owan East,NA,0.242422378,0.242422378,468,821,2021,1
Owan East,Owan East,NA,0.284844756,0.284844756,1289,762,2023,2
Owan East,Owan East,NA,0.327267134,0.327267134,2051,140,2025,3
Owan West,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Owan West,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Owan West,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Owerri North,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Owerri North,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Owerri North,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Owerri West,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Owerri West,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Owerri West,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Owerri-Municipal,Oru West,NA,0.480757426,0.480757426,468,821,2021,1
Owerri-Municipal,Oru West,NA,0.550437425,0.550437425,1289,762,2023,2
Owerri-Municipal,Oru West,NA,0.620117423,0.620117423,2051,140,2025,3
Owo,Owan East,NA,0.188043953,0.188043953,468,821,2021,1
Owo,Owan East,NA,0.230466331,0.230466331,1289,762,2023,2
Owo,Owan East,NA,0.272888709,0.272888709,2051,140,2025,3
Oye,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Oye,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Oye,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Oyi,Uzo-Uwani,NA,0.853916056,0.853916056,468,821,2021,1
Oyi,Uzo-Uwani,NA,0.924133022,0.924133022,1289,762,2023,2
Oyi,Uzo-Uwani,NA,0.994349987,0.994349987,2051,140,2025,3
Oyigbo,Nsit Ubium,NA,0.545733076,0.545733076,468,821,2021,1
Oyigbo,Nsit Ubium,NA,0.591466152,0.591466152,1289,762,2023,2
Oyigbo,Nsit Ubium,NA,0.637199228,0.637199228,2051,140,2025,3
Oyo East,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Oyo East,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Oyo East,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Oyo West,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Oyo West,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Oyo West,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Oyun,Oke-Ero,NA,0.544542005,0.544542005,468,821,2021,1
Oyun,Oke-Ero,NA,0.575486593,0.575486593,1289,762,2023,2
Oyun,Oke-Ero,NA,0.606431181,0.606431181,2051,140,2025,3
Pailoro,Oke-Ero,NA,0.2411898,0.2411898,468,821,2021,1
Pailoro,Oke-Ero,NA,0.272134388,0.272134388,1289,762,2023,2
Pailoro,Oke-Ero,NA,0.303078976,0.303078976,2051,140,2025,3
Pankshin,Alkaleri,NA,0.373376049,0.373376049,468,821,2021,1
Pankshin,Alkaleri,NA,0.413418765,0.413418765,1289,762,2023,2
Pankshin,Alkaleri,NA,0.453461481,0.453461481,2051,140,2025,3
Patani,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Patani,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Patani,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Pategi,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Pategi,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Pategi,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Port-Harcourt,Ahoada West,NA,0.325226074,0.325226074,468,821,2021,1
Port-Harcourt,Ahoada West,NA,0.34374016,0.34374016,1289,762,2023,2
Port-Harcourt,Ahoada West,NA,0.362254246,0.362254246,2051,140,2025,3
Potiskum,Darazo,NA,0.036979435,0.036979435,468,821,2021,1
Potiskum,Darazo,NA,0.059978473,0.059978473,1289,762,2023,2
Potiskum,Darazo,NA,0.08297751,0.08297751,2051,140,2025,3
Qua'an Pan,Keana,NA,0.148508357,0.148508357,468,821,2021,1
Qua'an Pan,Keana,NA,0.171737087,0.171737087,1289,762,2023,2
Qua'an Pan,Keana,NA,0.194965817,0.194965817,2051,140,2025,3
Rabah,Gawabawa,NA,0.345611239,0.345611239,468,821,2021,1
Rabah,Gawabawa,NA,0.357889145,0.357889145,1289,762,2023,2
Rabah,Gawabawa,NA,0.370167051,0.370167051,2051,140,2025,3
Rafi,Oke-Ero,NA,0.527368879,0.527368879,468,821,2021,1
Rafi,Oke-Ero,NA,0.558313467,0.558313467,1289,762,2023,2
Rafi,Oke-Ero,NA,0.589258055,0.589258055,2051,140,2025,3
Rano,Gwarzo,NA,0.258284961,0.258284961,468,821,2021,1
Rano,Gwarzo,NA,0.294347699,0.294347699,1289,762,2023,2
Rano,Gwarzo,NA,0.330410438,0.330410438,2051,140,2025,3
Remo North,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Remo North,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Remo North,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Rijau,Alkaleri,NA,0.940042716,0.940042716,468,821,2021,1
Rijau,Alkaleri,NA,0.980085432,0.980085432,1289,762,2023,2
Rijau,Alkaleri,NA,1,1,2051,140,2025,3
Rimi,Rimi,NA,0.233268295,0.233268295,468,821,2021,1
Rimi,Rimi,NA,0.256541019,0.256541019,1289,762,2023,2
Rimi,Rimi,NA,0.279813742,0.279813742,2051,140,2025,3
Rimin Gado,Gwarzo,NA,0.208235286,0.208235286,468,821,2021,1
Rimin Gado,Gwarzo,NA,0.244298024,0.244298024,1289,762,2023,2
Rimin Gado,Gwarzo,NA,0.280360763,0.280360763,2051,140,2025,3
Ringim,Taura,NA,0.363778499,0.363778499,468,821,2021,1
Ringim,Taura,NA,0.394223665,0.394223665,1289,762,2023,2
Ringim,Taura,NA,0.424668831,0.424668831,2051,140,2025,3
Riyom,Soba,NA,0.022182499,0.022182499,468,821,2021,1
Riyom,Soba,NA,0.023870307,0.023870307,1289,762,2023,2
Riyom,Soba,NA,0.025558116,0.025558116,2051,140,2025,3
Rogo,Gwarzo,NA,0.369396072,0.369396072,468,821,2021,1
Rogo,Gwarzo,NA,0.40545881,0.40545881,1289,762,2023,2
Rogo,Gwarzo,NA,0.441521549,0.441521549,2051,140,2025,3
Roni,Babura,NA,0.414895497,0.414895497,468,821,2021,1
Roni,Babura,NA,0.480513634,0.480513634,1289,762,2023,2
Roni,Babura,NA,0.546131772,0.546131772,2051,140,2025,3
Sabon Birni,Gawabawa,NA,0.136144947,0.136144947,468,821,2021,1
Sabon Birni,Gawabawa,NA,0.148422853,0.148422853,1289,762,2023,2
Sabon Birni,Gawabawa,NA,0.160700759,0.160700759,2051,140,2025,3
Sabon-Gari,Soba,NA,0.056371876,0.056371876,468,821,2021,1
Sabon-Gari,Soba,NA,0.058059684,0.058059684,1289,762,2023,2
Sabon-Gari,Soba,NA,0.059747493,0.059747493,2051,140,2025,3
Sabuwa,Giwa,NA,0.536956512,0.536956512,468,821,2021,1
Sabuwa,Giwa,NA,0.573913023,0.573913023,1289,762,2023,2
Sabuwa,Giwa,NA,0.610869535,0.610869535,2051,140,2025,3
Safana,Babura,NA,0.510062582,0.510062582,468,821,2021,1
Safana,Babura,NA,0.575680719,0.575680719,1289,762,2023,2
Safana,Babura,NA,0.641298857,0.641298857,2051,140,2025,3
Sagbama,Ahoada West,NA,0.43724807,0.43724807,468,821,2021,1
Sagbama,Ahoada West,NA,0.455762156,0.455762156,1289,762,2023,2
Sagbama,Ahoada West,NA,0.474276242,0.474276242,2051,140,2025,3
Sakaba,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Sakaba,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Sakaba,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Saki East,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Saki East,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Saki East,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Saki West,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Saki West,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Saki West,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Sandamu,Rimi,NA,0.233268295,0.233268295,468,821,2021,1
Sandamu,Rimi,NA,0.256541019,0.256541019,1289,762,2023,2
Sandamu,Rimi,NA,0.279813742,0.279813742,2051,140,2025,3
Sanga,Soba,NA,0.022182499,0.022182499,468,821,2021,1
Sanga,Soba,NA,0.023870307,0.023870307,1289,762,2023,2
Sanga,Soba,NA,0.025558116,0.025558116,2051,140,2025,3
Sapele,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Sapele,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Sapele,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Sardauna,Oru West,NA,0.27624412,0.27624412,468,821,2021,1
Sardauna,Oru West,NA,0.345924119,0.345924119,1289,762,2023,2
Sardauna,Oru West,NA,0.415604117,0.415604117,2051,140,2025,3
Shagamu,Uzo-Uwani,NA,0.524256021,0.524256021,468,821,2021,1
Shagamu,Uzo-Uwani,NA,0.594472987,0.594472987,1289,762,2023,2
Shagamu,Uzo-Uwani,NA,0.664689952,0.664689952,2051,140,2025,3
Shagari,Birnin Kebbi,NA,0.213630812,0.213630812,468,821,2021,1
Shagari,Birnin Kebbi,NA,0.277261624,0.277261624,1289,762,2023,2
Shagari,Birnin Kebbi,NA,0.340892435,0.340892435,2051,140,2025,3
Shanga,Birnin Kebbi,NA,0.920773669,0.920773669,468,821,2021,1
Shanga,Birnin Kebbi,NA,0.984404481,0.984404481,1289,762,2023,2
Shanga,Birnin Kebbi,NA,1,1,2051,140,2025,3
Shani,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Shani,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Shani,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Shanono,Gwarzo,NA,0.208235286,0.208235286,468,821,2021,1
Shanono,Gwarzo,NA,0.244298024,0.244298024,1289,762,2023,2
Shanono,Gwarzo,NA,0.280360763,0.280360763,2051,140,2025,3
Shelleng,Darazo,NA,0.363186984,0.363186984,468,821,2021,1
Shelleng,Darazo,NA,0.386186022,0.386186022,1289,762,2023,2
Shelleng,Darazo,NA,0.409185059,0.409185059,2051,140,2025,3
Shendam,Keana,NA,0.161378237,0.161378237,468,821,2021,1
Shendam,Keana,NA,0.184606967,0.184606967,1289,762,2023,2
Shendam,Keana,NA,0.207835697,0.207835697,2051,140,2025,3
Shinkafi,Rimi,NA,0.233268295,0.233268295,468,821,2021,1
Shinkafi,Rimi,NA,0.256541019,0.256541019,1289,762,2023,2
Shinkafi,Rimi,NA,0.279813742,0.279813742,2051,140,2025,3
Shira,Takali,NA,0.244524732,0.244524732,468,821,2021,1
Shira,Takali,NA,0.282661258,0.282661258,1289,762,2023,2
Shira,Takali,NA,0.320797784,0.320797784,2051,140,2025,3
Shiroro,Oke-Ero,NA,0.457349604,0.457349604,468,821,2021,1
Shiroro,Oke-Ero,NA,0.488294192,0.488294192,1289,762,2023,2
Shiroro,Oke-Ero,NA,0.51923878,0.51923878,2051,140,2025,3
Shomgom,Alkaleri,NA,0.181447509,0.181447509,468,821,2021,1
Shomgom,Alkaleri,NA,0.221490225,0.221490225,1289,762,2023,2
Shomgom,Alkaleri,NA,0.261532941,0.261532941,2051,140,2025,3
Shomolu,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Shomolu,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Shomolu,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Silame,Gawabawa,NA,0.095611239,0.095611239,468,821,2021,1
Silame,Gawabawa,NA,0.107889145,0.107889145,1289,762,2023,2
Silame,Gawabawa,NA,0.120167051,0.120167051,2051,140,2025,3
Soba,Soba,NA,0.022182499,0.022182499,468,821,2021,1
Soba,Soba,NA,0.023870307,0.023870307,1289,762,2023,2
Soba,Soba,NA,0.025558116,0.025558116,2051,140,2025,3
Sokoto North,Gawabawa,NA,0.178944573,0.178944573,468,821,2021,1
Sokoto North,Gawabawa,NA,0.191222479,0.191222479,1289,762,2023,2
Sokoto North,Gawabawa,NA,0.203500385,0.203500385,2051,140,2025,3
Sokoto South,Birnin Kebbi,NA,0.485886492,0.485886492,468,821,2021,1
Sokoto South,Birnin Kebbi,NA,0.549517304,0.549517304,1289,762,2023,2
Sokoto South,Birnin Kebbi,NA,0.613148115,0.613148115,2051,140,2025,3
Song,Darazo,NA,0.328713323,0.328713323,468,821,2021,1
Song,Darazo,NA,0.351712361,0.351712361,1289,762,2023,2
Song,Darazo,NA,0.374711398,0.374711398,2051,140,2025,3
Southern Ijaw,Ahoada West,NA,0.26497554,0.26497554,468,821,2021,1
Southern Ijaw,Ahoada West,NA,0.283489626,0.283489626,1289,762,2023,2
Southern Ijaw,Ahoada West,NA,0.302003712,0.302003712,2051,140,2025,3
Suleja,Babura,NA,0.434039191,0.434039191,468,821,2021,1
Suleja,Babura,NA,0.499657328,0.499657328,1289,762,2023,2
Suleja,Babura,NA,0.565275466,0.565275466,2051,140,2025,3
Sule-Tankarkar,Giwa,NA,0.360807702,0.360807702,468,821,2021,1
Sule-Tankarkar,Giwa,NA,0.397764213,0.397764213,1289,762,2023,2
Sule-Tankarkar,Giwa,NA,0.434720725,0.434720725,2051,140,2025,3
Sumaila,Takali,NA,0.663136526,0.663136526,468,821,2021,1
Sumaila,Takali,NA,0.701273052,0.701273052,1289,762,2023,2
Sumaila,Takali,NA,0.739409578,0.739409578,2051,140,2025,3
Suru,Birnin Kebbi,NA,0.596964145,0.596964145,468,821,2021,1
Suru,Birnin Kebbi,NA,0.660594957,0.660594957,1289,762,2023,2
Suru,Birnin Kebbi,NA,0.724225768,0.724225768,2051,140,2025,3
Surulere1,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Surulere1,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Surulere1,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Surulere2,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Surulere2,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Surulere2,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Tafa,Oke-Ero,NA,0.530944588,0.530944588,468,821,2021,1
Tafa,Oke-Ero,NA,0.561889176,0.561889176,1289,762,2023,2
Tafa,Oke-Ero,NA,0.592833764,0.592833764,2051,140,2025,3
Tafawa-Balewa,Alkaleri,NA,0.271249713,0.271249713,468,821,2021,1
Tafawa-Balewa,Alkaleri,NA,0.311292429,0.311292429,1289,762,2023,2
Tafawa-Balewa,Alkaleri,NA,0.351335145,0.351335145,2051,140,2025,3
Tai,Nsit Ubium,NA,0.123699192,0.123699192,468,821,2021,1
Tai,Nsit Ubium,NA,0.169432268,0.169432268,1289,762,2023,2
Tai,Nsit Ubium,NA,0.215165344,0.215165344,2051,140,2025,3
Takali,Takali,NA,0.306374233,0.306374233,468,821,2021,1
Takali,Takali,NA,0.344510759,0.344510759,1289,762,2023,2
Takali,Takali,NA,0.382647285,0.382647285,2051,140,2025,3
Takum,Keana,NA,0.174598218,0.174598218,468,821,2021,1
Takum,Keana,NA,0.197826948,0.197826948,1289,762,2023,2
Takum,Keana,NA,0.221055678,0.221055678,2051,140,2025,3
Talata Mafara,Darazo,NA,0.137370113,0.137370113,468,821,2021,1
Talata Mafara,Darazo,NA,0.160369151,0.160369151,1289,762,2023,2
Talata Mafara,Darazo,NA,0.183368188,0.183368188,2051,140,2025,3
Tambuwal,Birnin Kebbi,NA,0.13292559,0.13292559,468,821,2021,1
Tambuwal,Birnin Kebbi,NA,0.196556402,0.196556402,1289,762,2023,2
Tambuwal,Birnin Kebbi,NA,0.260187213,0.260187213,2051,140,2025,3
Tangaza,Gawabawa,NA,0.11890935,0.11890935,468,821,2021,1
Tangaza,Gawabawa,NA,0.131187256,0.131187256,1289,762,2023,2
Tangaza,Gawabawa,NA,0.143465162,0.143465162,2051,140,2025,3
Tarauni,Alkaleri,NA,0.851066352,0.851066352,468,821,2021,1
Tarauni,Alkaleri,NA,0.891109068,0.891109068,1289,762,2023,2
Tarauni,Alkaleri,NA,0.931151784,0.931151784,2051,140,2025,3
Tarka,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Tarka,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Tarka,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Tarmua,Rimi,NA,0.233268295,0.233268295,468,821,2021,1
Tarmua,Rimi,NA,0.256541019,0.256541019,1289,762,2023,2
Tarmua,Rimi,NA,0.279813742,0.279813742,2051,140,2025,3
Taura,Taura,NA,0.442209872,0.442209872,468,821,2021,1
Taura,Taura,NA,0.472655038,0.472655038,1289,762,2023,2
Taura,Taura,NA,0.503100204,0.503100204,2051,140,2025,3
Tofa,Taura,NA,0.261214397,0.261214397,468,821,2021,1
Tofa,Taura,NA,0.291659563,0.291659563,1289,762,2023,2
Tofa,Taura,NA,0.322104729,0.322104729,2051,140,2025,3
Toro,Giwa,NA,0.24157432,0.24157432,468,821,2021,1
Toro,Giwa,NA,0.278530831,0.278530831,1289,762,2023,2
Toro,Giwa,NA,0.315487343,0.315487343,2051,140,2025,3
Toto,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Toto,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Toto,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Toungo,Keana,NA,0.094657301,0.094657301,468,821,2021,1
Toungo,Keana,NA,0.117886031,0.117886031,1289,762,2023,2
Toungo,Keana,NA,0.141114761,0.141114761,2051,140,2025,3
Tsafe,Takali,NA,0.072287515,0.072287515,468,821,2021,1
Tsafe,Takali,NA,0.110424041,0.110424041,1289,762,2023,2
Tsafe,Takali,NA,0.148560567,0.148560567,2051,140,2025,3
Tsanyawa,Gwarzo,NA,0.208235286,0.208235286,468,821,2021,1
Tsanyawa,Gwarzo,NA,0.244298024,0.244298024,1289,762,2023,2
Tsanyawa,Gwarzo,NA,0.280360763,0.280360763,2051,140,2025,3
Tudun Wada,Gwarzo,NA,0.123969673,0.123969673,468,821,2021,1
Tudun Wada,Gwarzo,NA,0.160032411,0.160032411,1289,762,2023,2
Tudun Wada,Gwarzo,NA,0.19609515,0.19609515,2051,140,2025,3
Tureta,Birnin Kebbi,NA,0.169538857,0.169538857,468,821,2021,1
Tureta,Birnin Kebbi,NA,0.233169669,0.233169669,1289,762,2023,2
Tureta,Birnin Kebbi,NA,0.29680048,0.29680048,2051,140,2025,3
Udenu,Uzo-Uwani,NA,0.761873688,0.761873688,468,821,2021,1
Udenu,Uzo-Uwani,NA,0.832090654,0.832090654,1289,762,2023,2
Udenu,Uzo-Uwani,NA,0.902307619,0.902307619,2051,140,2025,3
Udi,Uzo-Uwani,NA,0.49040945,0.49040945,468,821,2021,1
Udi,Uzo-Uwani,NA,0.560626416,0.560626416,1289,762,2023,2
Udi,Uzo-Uwani,NA,0.630843381,0.630843381,2051,140,2025,3
Udu,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Udu,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Udu,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Udung Uko,Nsit Ubium,NA,0.343460837,0.343460837,468,821,2021,1
Udung Uko,Nsit Ubium,NA,0.389193913,0.389193913,1289,762,2023,2
Udung Uko,Nsit Ubium,NA,0.434926989,0.434926989,2051,140,2025,3
Ughelli North,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Ughelli North,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Ughelli North,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Ughelli South,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Ughelli South,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Ughelli South,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Ugwunagbo,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Ugwunagbo,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Ugwunagbo,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Uhunmwonde,Owan East,NA,0.321365157,0.321365157,468,821,2021,1
Uhunmwonde,Owan East,NA,0.363787535,0.363787535,1289,762,2023,2
Uhunmwonde,Owan East,NA,0.406209913,0.406209913,2051,140,2025,3
Ukanafun,Nsit Ubium,NA,0.445733076,0.445733076,468,821,2021,1
Ukanafun,Nsit Ubium,NA,0.491466152,0.491466152,1289,762,2023,2
Ukanafun,Nsit Ubium,NA,0.537199228,0.537199228,2051,140,2025,3
Ukum,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Ukum,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Ukum,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Ukwa East,Nsit Ubium,NA,0.343460837,0.343460837,468,821,2021,1
Ukwa East,Nsit Ubium,NA,0.389193913,0.389193913,1289,762,2023,2
Ukwa East,Nsit Ubium,NA,0.434926989,0.434926989,2051,140,2025,3
Ukwa West,Nsit Ubium,NA,0.343460837,0.343460837,468,821,2021,1
Ukwa West,Nsit Ubium,NA,0.389193913,0.389193913,1289,762,2023,2
Ukwa West,Nsit Ubium,NA,0.434926989,0.434926989,2051,140,2025,3
Ukwuani,Uzo-Uwani,NA,0.49040945,0.49040945,468,821,2021,1
Ukwuani,Uzo-Uwani,NA,0.560626416,0.560626416,1289,762,2023,2
Ukwuani,Uzo-Uwani,NA,0.630843381,0.630843381,2051,140,2025,3
Umuahia North,Oru West,NA,0.710608948,0.710608948,468,821,2021,1
Umuahia North,Oru West,NA,0.780288947,0.780288947,1289,762,2023,2
Umuahia North,Oru West,NA,0.849968945,0.849968945,2051,140,2025,3
Umuahia South,Ngor-Okpala,NA,0.553121201,0.553121201,468,821,2021,1
Umuahia South,Ngor-Okpala,NA,0.606242402,0.606242402,1289,762,2023,2
Umuahia South,Ngor-Okpala,NA,0.659363603,0.659363603,2051,140,2025,3
Umu-Neochi,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Umu-Neochi,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Umu-Neochi,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Ungogo,Taura,NA,0.387891932,0.387891932,468,821,2021,1
Ungogo,Taura,NA,0.418337098,0.418337098,1289,762,2023,2
Ungogo,Taura,NA,0.448782264,0.448782264,2051,140,2025,3
Unuimo,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Unuimo,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Unuimo,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Uruan,Nsit Ubium,NA,0.735230829,0.735230829,468,821,2021,1
Uruan,Nsit Ubium,NA,0.780963905,0.780963905,1289,762,2023,2
Uruan,Nsit Ubium,NA,0.826696981,0.826696981,2051,140,2025,3
Urue-Offong-Oruko,Nsit Ubium,NA,0.445733076,0.445733076,468,821,2021,1
Urue-Offong-Oruko,Nsit Ubium,NA,0.491466152,0.491466152,1289,762,2023,2
Urue-Offong-Oruko,Nsit Ubium,NA,0.537199228,0.537199228,2051,140,2025,3
Ushongo,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Ushongo,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Ushongo,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Ussa,Oru West,NA,0.319679998,0.319679998,468,821,2021,1
Ussa,Oru West,NA,0.389359997,0.389359997,1289,762,2023,2
Ussa,Oru West,NA,0.459039995,0.459039995,2051,140,2025,3
Uvwie,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Uvwie,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Uvwie,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Uyo,Nsit Ubium,NA,0.440978383,0.440978383,468,821,2021,1
Uyo,Nsit Ubium,NA,0.486711459,0.486711459,1289,762,2023,2
Uyo,Nsit Ubium,NA,0.532444535,0.532444535,2051,140,2025,3
Uzo-Uwani,Uzo-Uwani,NA,0.286427487,0.286427487,468,821,2021,1
Uzo-Uwani,Uzo-Uwani,NA,0.356644453,0.356644453,1289,762,2023,2
Uzo-Uwani,Uzo-Uwani,NA,0.426861418,0.426861418,2051,140,2025,3
Vandeikya,Oke-Ero,NA,0.157646764,0.157646764,468,821,2021,1
Vandeikya,Oke-Ero,NA,0.188591352,0.188591352,1289,762,2023,2
Vandeikya,Oke-Ero,NA,0.21953594,0.21953594,2051,140,2025,3
Wamako,Gawabawa,NA,0.11890935,0.11890935,468,821,2021,1
Wamako,Gawabawa,NA,0.131187256,0.131187256,1289,762,2023,2
Wamako,Gawabawa,NA,0.143465162,0.143465162,2051,140,2025,3
Wamba,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Wamba,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
