"","LGA","Rep_DS","State","U5_coverage","adult_coverage","simday","duration","year","round","severe_cases","scale_m","scale_values"
"1337","Borgu","Oke-Ero",NA,0.502326401989978,0.502326401989978,1896,365,2025,6,0.706612115989978,7,0.216612115989978
"1338","Borgu","Oke-Ero",NA,0.533270989988546,0.533270989988546,2261,365,2026,7,0.737556703988546,8,0.247556703988546
"1339","Borgu","Oke-Ero",NA,0.564215577987115,0.564215577987115,2626,365,2027,8,0.768501291987115,9,0.278501291987115
"1340","Borgu","Oke-Ero",NA,0.595160165985683,0.595160165985683,2991,365,2028,9,0.799445879985683,10,0.309445879985683
"1341","Borgu","Oke-Ero",NA,0.626104753984251,0.626104753984251,3356,365,2029,10,0.8,11,0.340390467984251
"1342","Borgu","Oke-Ero",NA,0.65704934198282,0.65704934198282,3721,365,2030,11,0.8,12,0.37133505598282
"1343","Boripe","Akinyele",NA,0.389281208186304,0.389281208186304,71,365,2020,1,0.545947875186304,2,0.0559478751863036
"1344","Boripe","Akinyele",NA,0.417255145779455,0.417255145779455,436,365,2021,2,0.573921812779455,3,0.0839218127794555
"1345","Boripe","Akinyele",NA,0.445229083372607,0.445229083372607,801,365,2022,3,0.601895750372607,4,0.111895750372607
"1346","Boripe","Akinyele",NA,0.473203020965759,0.473203020965759,1166,365,2023,4,0.629869687965759,5,0.139869687965759
"1347","Boripe","Akinyele",NA,0.501176958558911,0.501176958558911,1531,365,2024,5,0.657843625558911,6,0.167843625558911
"1348","Boripe","Akinyele",NA,0.529150896152063,0.529150896152063,1896,365,2025,6,0.685817563152063,7,0.195817563152063
"1349","Boripe","Akinyele",NA,0.557124833745215,0.557124833745215,2261,365,2026,7,0.713791500745214,8,0.223791500745215
"1350","Boripe","Akinyele",NA,0.585098771338366,0.585098771338366,2626,365,2027,8,0.741765438338366,9,0.251765438338366
"1351","Boripe","Akinyele",NA,0.613072708931518,0.613072708931518,2991,365,2028,9,0.769739375931518,10,0.279739375931518
"1352","Boripe","Akinyele",NA,0.64104664652467,0.64104664652467,3356,365,2029,10,0.79771331352467,11,0.30771331352467
"1353","Boripe","Akinyele",NA,0.669020584117822,0.669020584117822,3721,365,2030,11,0.8,12,0.335687251117822
"1354","Bosso","Keana",NA,0.262516137093708,0.262516137093708,71,365,2020,1,0.536457460093708,2,0.0464574600937085
"1355","Bosso","Keana",NA,0.285744867140563,0.285744867140563,436,365,2021,2,0.559686190140563,3,0.0696861901405627
"1356","Bosso","Keana",NA,0.308973597187417,0.308973597187417,801,365,2022,3,0.582914920187417,4,0.092914920187417
"1357","Bosso","Keana",NA,0.332202327234271,0.332202327234271,1166,365,2023,4,0.606143650234271,5,0.116143650234271
"1358","Bosso","Keana",NA,0.355431057281125,0.355431057281125,1531,365,2024,5,0.629372380281126,6,0.139372380281125
"1359","Bosso","Keana",NA,0.37865978732798,0.37865978732798,1896,365,2025,6,0.65260111032798,7,0.16260111032798
"1360","Bosso","Keana",NA,0.401888517374834,0.401888517374834,2261,365,2026,7,0.675829840374834,8,0.185829840374834
"1361","Bosso","Keana",NA,0.425117247421688,0.425117247421688,2626,365,2027,8,0.699058570421688,9,0.209058570421688
"1362","Bosso","Keana",NA,0.448345977468542,0.448345977468542,2991,365,2028,9,0.722287300468542,10,0.232287300468542
"1363","Bosso","Keana",NA,0.471574707515397,0.471574707515397,3356,365,2029,10,0.745516030515397,11,0.255516030515397
"1364","Bosso","Keana",NA,0.494803437562251,0.494803437562251,3721,365,2030,11,0.768744760562251,12,0.278744760562251
"1365","Brass","Ahoada West",NA,0.551494785176315,0.551494785176315,71,365,2020,1,0.527028172176315,2,0.0370281721763151
"1366","Brass","Ahoada West",NA,0.570008871264473,0.570008871264473,436,365,2021,2,0.545542258264473,3,0.0555422582644726
"1367","Brass","Ahoada West",NA,0.58852295735263,0.58852295735263,801,365,2022,3,0.56405634435263,4,0.0740563443526301
"1368","Brass","Ahoada West",NA,0.607037043440788,0.607037043440788,1166,365,2023,4,0.582570430440788,5,0.0925704304407876
"1369","Brass","Ahoada West",NA,0.625551129528945,0.625551129528945,1531,365,2024,5,0.601084516528945,6,0.111084516528945
"1370","Brass","Ahoada West",NA,0.644065215617103,0.644065215617103,1896,365,2025,6,0.619598602617103,7,0.129598602617103
"1371","Brass","Ahoada West",NA,0.66257930170526,0.66257930170526,2261,365,2026,7,0.63811268870526,8,0.14811268870526
"1372","Brass","Ahoada West",NA,0.681093387793418,0.681093387793418,2626,365,2027,8,0.656626774793418,9,0.166626774793418
"1373","Brass","Ahoada West",NA,0.699607473881575,0.699607473881575,2991,365,2028,9,0.675140860881575,10,0.185140860881575
"1374","Brass","Ahoada West",NA,0.718121559969733,0.718121559969733,3356,365,2029,10,0.693654946969733,11,0.203654946969733
"1375","Brass","Ahoada West",NA,0.73663564605789,0.73663564605789,3721,365,2030,11,0.71216903305789,12,0.22216903305789
"1376","Buji","Takali",NA,0.255028050939275,0.255028050939275,71,365,2020,1,0.566273051939275,2,0.0762730519392748
"1377","Buji","Takali",NA,0.293164576908912,0.293164576908912,436,365,2021,2,0.604409577908912,3,0.114409577908912
"1378","Buji","Takali",NA,0.33130110287855,0.33130110287855,801,365,2022,3,0.64254610387855,4,0.15254610387855
"1379","Buji","Takali",NA,0.369437628848187,0.369437628848187,1166,365,2023,4,0.680682629848187,5,0.190682629848187
"1380","Buji","Takali",NA,0.407574154817824,0.407574154817824,1531,365,2024,5,0.718819155817825,6,0.228819155817824
"1381","Buji","Takali",NA,0.445710680787462,0.445710680787462,1896,365,2025,6,0.756955681787462,7,0.266955681787462
"1382","Buji","Takali",NA,0.483847206757099,0.483847206757099,2261,365,2026,7,0.795092207757099,8,0.305092207757099
"1383","Buji","Takali",NA,0.521983732726737,0.521983732726737,2626,365,2027,8,0.8,9,0.343228733726737
"1384","Buji","Takali",NA,0.560120258696374,0.560120258696374,2991,365,2028,9,0.8,10,0.381365259696374
"1385","Buji","Takali",NA,0.598256784666012,0.598256784666012,3356,365,2029,10,0.8,11,0.419501785666011
"1386","Buji","Takali",NA,0.636393310635649,0.636393310635649,3721,365,2030,11,0.8,12,0.457638311635649
"1387","Bukkuyum","Alkaleri",NA,0.314212984961484,0.314212984961484,71,365,2020,1,0.570085431961484,2,0.0800854319614836
"1388","Bukkuyum","Alkaleri",NA,0.354255700942225,0.354255700942225,436,365,2021,2,0.610128147942225,3,0.120128147942225
"1389","Bukkuyum","Alkaleri",NA,0.394298416922967,0.394298416922967,801,365,2022,3,0.650170863922967,4,0.160170863922967
"1390","Bukkuyum","Alkaleri",NA,0.434341132903709,0.434341132903709,1166,365,2023,4,0.690213579903709,5,0.200213579903709
"1391","Bukkuyum","Alkaleri",NA,0.474383848884451,0.474383848884451,1531,365,2024,5,0.730256295884451,6,0.240256295884451
"1392","Bukkuyum","Alkaleri",NA,0.514426564865193,0.514426564865193,1896,365,2025,6,0.770299011865193,7,0.280299011865193
"1393","Bukkuyum","Alkaleri",NA,0.554469280845934,0.554469280845934,2261,365,2026,7,0.8,8,0.320341727845934
"1394","Bukkuyum","Alkaleri",NA,0.594511996826676,0.594511996826676,2626,365,2027,8,0.8,9,0.360384443826676
"1395","Bukkuyum","Alkaleri",NA,0.634554712807418,0.634554712807418,2991,365,2028,9,0.8,10,0.400427159807418
"1396","Bukkuyum","Alkaleri",NA,0.67459742878816,0.67459742878816,3356,365,2029,10,0.8,11,0.44046987578816
"1397","Bukkuyum","Alkaleri",NA,0.714640144768902,0.714640144768902,3721,365,2030,11,0.8,12,0.480512591768902
"1398","Bungudu","Takali",NA,0.373495444939275,0.373495444939275,71,365,2020,1,0.566273051939275,2,0.0762730519392748
"1399","Bungudu","Takali",NA,0.411631970908912,0.411631970908912,436,365,2021,2,0.604409577908912,3,0.114409577908912
"1400","Bungudu","Takali",NA,0.44976849687855,0.44976849687855,801,365,2022,3,0.64254610387855,4,0.15254610387855
"1401","Bungudu","Takali",NA,0.487905022848187,0.487905022848187,1166,365,2023,4,0.680682629848187,5,0.190682629848187
"1402","Bungudu","Takali",NA,0.526041548817825,0.526041548817825,1531,365,2024,5,0.718819155817825,6,0.228819155817824
"1403","Bungudu","Takali",NA,0.564178074787462,0.564178074787462,1896,365,2025,6,0.756955681787462,7,0.266955681787462
"1404","Bungudu","Takali",NA,0.602314600757099,0.602314600757099,2261,365,2026,7,0.795092207757099,8,0.305092207757099
"1405","Bungudu","Takali",NA,0.640451126726737,0.640451126726737,2626,365,2027,8,0.8,9,0.343228733726737
"1406","Bungudu","Takali",NA,0.678587652696374,0.678587652696374,2991,365,2028,9,0.8,10,0.381365259696374
"1407","Bungudu","Takali",NA,0.716724178666011,0.716724178666011,3356,365,2029,10,0.8,11,0.419501785666011
"1408","Bungudu","Takali",NA,0.754860704635649,0.754860704635649,3721,365,2030,11,0.8,12,0.457638311635649
"1409","Bunkure","Gwarzo",NA,0.244298024389467,0.244298024389467,71,365,2020,1,0.562125477389467,2,0.0721254773894673
"1410","Bunkure","Gwarzo",NA,0.280360763084201,0.280360763084201,436,365,2021,2,0.598188216084201,3,0.108188216084201
"1411","Bunkure","Gwarzo",NA,0.316423501778935,0.316423501778935,801,365,2022,3,0.634250954778935,4,0.144250954778935
"1412","Bunkure","Gwarzo",NA,0.352486240473668,0.352486240473668,1166,365,2023,4,0.670313693473668,5,0.180313693473668
"1413","Bunkure","Gwarzo",NA,0.388548979168402,0.388548979168402,1531,365,2024,5,0.706376432168402,6,0.216376432168402
"1414","Bunkure","Gwarzo",NA,0.424611717863136,0.424611717863136,1896,365,2025,6,0.742439170863136,7,0.252439170863136
"1415","Bunkure","Gwarzo",NA,0.460674456557869,0.460674456557869,2261,365,2026,7,0.778501909557869,8,0.288501909557869
"1416","Bunkure","Gwarzo",NA,0.496737195252603,0.496737195252603,2626,365,2027,8,0.8,9,0.324564648252603
"1417","Bunkure","Gwarzo",NA,0.532799933947337,0.532799933947337,2991,365,2028,9,0.8,10,0.360627386947337
"1418","Bunkure","Gwarzo",NA,0.56886267264207,0.56886267264207,3356,365,2029,10,0.8,11,0.39669012564207
"1419","Bunkure","Gwarzo",NA,0.604925411336804,0.604925411336804,3721,365,2030,11,0.8,12,0.432752864336804
"1420","Bunza","Birnin Kebbi",NA,0.549517303578912,0.549517303578912,71,365,2020,1,0.617261623578912,2,0.127261623578912
"1421","Bunza","Birnin Kebbi",NA,0.613148115368369,0.613148115368369,436,365,2021,2,0.680892435368369,3,0.190892435368369
"1422","Bunza","Birnin Kebbi",NA,0.676778927157825,0.676778927157825,801,365,2022,3,0.744523247157825,4,0.254523247157825
"1423","Bunza","Birnin Kebbi",NA,0.740409738947281,0.740409738947281,1166,365,2023,4,0.8,5,0.318154058947281
"1424","Bunza","Birnin Kebbi",NA,0.8,0.8,1531,365,2024,5,0.8,6,0.381784870736738
"1425","Bunza","Birnin Kebbi",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.445415682526194
"1426","Bunza","Birnin Kebbi",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.50904649431565
"1427","Bunza","Birnin Kebbi",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.572677306105106
"1428","Bunza","Birnin Kebbi",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.636308117894562
"1429","Bunza","Birnin Kebbi",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.699938929684019
"1430","Bunza","Birnin Kebbi",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.763569741473475
"1431","Bursari","Taura",NA,0.185890332052626,0.185890332052626,71,365,2020,1,0.550890332052626,2,0.0608903320526256
"1432","Bursari","Taura",NA,0.216335498078938,0.216335498078938,436,365,2021,2,0.581335498078938,3,0.0913354980789385
"1433","Bursari","Taura",NA,0.246780664105251,0.246780664105251,801,365,2022,3,0.611780664105251,4,0.121780664105251
"1434","Bursari","Taura",NA,0.277225830131564,0.277225830131564,1166,365,2023,4,0.642225830131564,5,0.152225830131564
"1435","Bursari","Taura",NA,0.307670996157877,0.307670996157877,1531,365,2024,5,0.672670996157877,6,0.182670996157877
"1436","Bursari","Taura",NA,0.33811616218419,0.33811616218419,1896,365,2025,6,0.70311616218419,7,0.21311616218419
"1437","Bursari","Taura",NA,0.368561328210503,0.368561328210503,2261,365,2026,7,0.733561328210503,8,0.243561328210503
"1438","Bursari","Taura",NA,0.399006494236815,0.399006494236815,2626,365,2027,8,0.764006494236815,9,0.274006494236815
"1439","Bursari","Taura",NA,0.429451660263128,0.429451660263128,2991,365,2028,9,0.794451660263128,10,0.304451660263128
"1440","Bursari","Taura",NA,0.459896826289441,0.459896826289441,3356,365,2029,10,0.8,11,0.334896826289441
"1441","Bursari","Taura",NA,0.490341992315754,0.490341992315754,3721,365,2030,11,0.8,12,0.365341992315754
"1442","Buruku","Keana",NA,0.246457498093708,0.246457498093708,71,365,2020,1,0.536457460093708,2,0.0464574600937085
"1443","Buruku","Keana",NA,0.269686228140563,0.269686228140563,436,365,2021,2,0.559686190140563,3,0.0696861901405627
"1444","Buruku","Keana",NA,0.292914958187417,0.292914958187417,801,365,2022,3,0.582914920187417,4,0.092914920187417
"1445","Buruku","Keana",NA,0.316143688234271,0.316143688234271,1166,365,2023,4,0.606143650234271,5,0.116143650234271
"1446","Buruku","Keana",NA,0.339372418281125,0.339372418281125,1531,365,2024,5,0.629372380281126,6,0.139372380281125
"1447","Buruku","Keana",NA,0.36260114832798,0.36260114832798,1896,365,2025,6,0.65260111032798,7,0.16260111032798
"1448","Buruku","Keana",NA,0.385829878374834,0.385829878374834,2261,365,2026,7,0.675829840374834,8,0.185829840374834
"1449","Buruku","Keana",NA,0.409058608421688,0.409058608421688,2626,365,2027,8,0.699058570421688,9,0.209058570421688
"1450","Buruku","Keana",NA,0.432287338468542,0.432287338468542,2991,365,2028,9,0.722287300468542,10,0.232287300468542
"1451","Buruku","Keana",NA,0.455516068515397,0.455516068515397,3356,365,2029,10,0.745516030515397,11,0.255516030515397
"1452","Buruku","Keana",NA,0.478744798562251,0.478744798562251,3721,365,2030,11,0.768744760562251,12,0.278744760562251
"1453","Burutu","Isoko South",NA,0.136169904787457,0.136169904787457,71,365,2020,1,0.504573664787457,2,0.0145736647874568
"1454","Burutu","Isoko South",NA,0.143456737181185,0.143456737181185,436,365,2021,2,0.511860497181185,3,0.0218604971811852
"1455","Burutu","Isoko South",NA,0.150743569574914,0.150743569574914,801,365,2022,3,0.519147329574914,4,0.0291473295749136
"1456","Burutu","Isoko South",NA,0.158030401968642,0.158030401968642,1166,365,2023,4,0.526434161968642,5,0.036434161968642
"1457","Burutu","Isoko South",NA,0.16531723436237,0.16531723436237,1531,365,2024,5,0.53372099436237,6,0.0437209943623704
"1458","Burutu","Isoko South",NA,0.172604066756099,0.172604066756099,1896,365,2025,6,0.541007826756099,7,0.0510078267560988
"1459","Burutu","Isoko South",NA,0.179890899149827,0.179890899149827,2261,365,2026,7,0.548294659149827,8,0.0582946591498272
"1460","Burutu","Isoko South",NA,0.187177731543556,0.187177731543556,2626,365,2027,8,0.555581491543556,9,0.0655814915435556
"1461","Burutu","Isoko South",NA,0.194464563937284,0.194464563937284,2991,365,2028,9,0.562868323937284,10,0.0728683239372839
"1462","Burutu","Isoko South",NA,0.201751396331012,0.201751396331012,3356,365,2029,10,0.570155156331012,11,0.0801551563310123
"1463","Burutu","Isoko South",NA,0.209038228724741,0.209038228724741,3721,365,2030,11,0.577441988724741,12,0.0874419887247407
"1464","Bwari","Giwa",NA,0.228181966375931,0.228181966375931,71,365,2020,1,0.563913023375931,2,0.0739130233759313
"1465","Bwari","Giwa",NA,0.265138478063897,0.265138478063897,436,365,2021,2,0.600869535063897,3,0.110869535063897
"1466","Bwari","Giwa",NA,0.302094989751863,0.302094989751863,801,365,2022,3,0.637826046751862,4,0.147826046751863
"1467","Bwari","Giwa",NA,0.339051501439828,0.339051501439828,1166,365,2023,4,0.674782558439828,5,0.184782558439828
"1468","Bwari","Giwa",NA,0.376008013127794,0.376008013127794,1531,365,2024,5,0.711739070127794,6,0.221739070127794
"1469","Bwari","Giwa",NA,0.412964524815759,0.412964524815759,1896,365,2025,6,0.748695581815759,7,0.258695581815759
"1470","Bwari","Giwa",NA,0.449921036503725,0.449921036503725,2261,365,2026,7,0.785652093503725,8,0.295652093503725
"1471","Bwari","Giwa",NA,0.486877548191691,0.486877548191691,2626,365,2027,8,0.8,9,0.332608605191691
"1472","Bwari","Giwa",NA,0.523834059879656,0.523834059879656,2991,365,2028,9,0.8,10,0.369565116879656
"1473","Bwari","Giwa",NA,0.560790571567622,0.560790571567622,3356,365,2029,10,0.8,11,0.406521628567622
"1474","Bwari","Giwa",NA,0.597747083255588,0.597747083255588,3721,365,2030,11,0.8,12,0.443478140255588
"1475","Calabar South","Nsit Ubium",NA,0.389193912706117,0.389193912706117,71,365,2020,1,0.581466151706117,2,0.0914661517061167
"1476","Calabar South","Nsit Ubium",NA,0.434926988559175,0.434926988559175,436,365,2021,2,0.627199227559175,3,0.137199227559175
"1477","Calabar South","Nsit Ubium",NA,0.480660064412233,0.480660064412233,801,365,2022,3,0.672932303412233,4,0.182932303412233
"1478","Calabar South","Nsit Ubium",NA,0.526393140265292,0.526393140265292,1166,365,2023,4,0.718665379265292,5,0.228665379265292
"1479","Calabar South","Nsit Ubium",NA,0.57212621611835,0.57212621611835,1531,365,2024,5,0.76439845511835,6,0.27439845511835
"1480","Calabar South","Nsit Ubium",NA,0.617859291971409,0.617859291971409,1896,365,2025,6,0.8,7,0.320131530971409
"1481","Calabar South","Nsit Ubium",NA,0.663592367824467,0.663592367824467,2261,365,2026,7,0.8,8,0.365864606824467
"1482","Calabar South","Nsit Ubium",NA,0.709325443677525,0.709325443677525,2626,365,2027,8,0.8,9,0.411597682677525
"1483","Calabar South","Nsit Ubium",NA,0.755058519530584,0.755058519530584,2991,365,2028,9,0.8,10,0.457330758530584
"1484","Calabar South","Nsit Ubium",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.503063834383642
"1485","Calabar South","Nsit Ubium",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.5487969102367
"1486","Calabar-Municipal","Nsit Ubium",NA,0.391205827706117,0.391205827706117,71,365,2020,1,0.581466151706117,2,0.0914661517061167
"1487","Calabar-Municipal","Nsit Ubium",NA,0.436938903559175,0.436938903559175,436,365,2021,2,0.627199227559175,3,0.137199227559175
"1488","Calabar-Municipal","Nsit Ubium",NA,0.482671979412233,0.482671979412233,801,365,2022,3,0.672932303412233,4,0.182932303412233
"1489","Calabar-Municipal","Nsit Ubium",NA,0.528405055265292,0.528405055265292,1166,365,2023,4,0.718665379265292,5,0.228665379265292
"1490","Calabar-Municipal","Nsit Ubium",NA,0.57413813111835,0.57413813111835,1531,365,2024,5,0.76439845511835,6,0.27439845511835
"1491","Calabar-Municipal","Nsit Ubium",NA,0.619871206971409,0.619871206971409,1896,365,2025,6,0.8,7,0.320131530971409
"1492","Calabar-Municipal","Nsit Ubium",NA,0.665604282824467,0.665604282824467,2261,365,2026,7,0.8,8,0.365864606824467
"1493","Calabar-Municipal","Nsit Ubium",NA,0.711337358677525,0.711337358677525,2626,365,2027,8,0.8,9,0.411597682677525
"1494","Calabar-Municipal","Nsit Ubium",NA,0.757070434530584,0.757070434530584,2991,365,2028,9,0.8,10,0.457330758530584
"1495","Calabar-Municipal","Nsit Ubium",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.503063834383642
"1496","Calabar-Municipal","Nsit Ubium",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.5487969102367
"1497","Chanchaga","Keana",NA,0.435422974093709,0.435422974093709,71,365,2020,1,0.536457460093708,2,0.0464574600937085
"1498","Chanchaga","Keana",NA,0.458651704140563,0.458651704140563,436,365,2021,2,0.559686190140563,3,0.0696861901405627
"1499","Chanchaga","Keana",NA,0.481880434187417,0.481880434187417,801,365,2022,3,0.582914920187417,4,0.092914920187417
"1500","Chanchaga","Keana",NA,0.505109164234271,0.505109164234271,1166,365,2023,4,0.606143650234271,5,0.116143650234271
"1501","Chanchaga","Keana",NA,0.528337894281125,0.528337894281125,1531,365,2024,5,0.629372380281126,6,0.139372380281125
"1502","Chanchaga","Keana",NA,0.55156662432798,0.55156662432798,1896,365,2025,6,0.65260111032798,7,0.16260111032798
"1503","Chanchaga","Keana",NA,0.574795354374834,0.574795354374834,2261,365,2026,7,0.675829840374834,8,0.185829840374834
"1504","Chanchaga","Keana",NA,0.598024084421688,0.598024084421688,2626,365,2027,8,0.699058570421688,9,0.209058570421688
"1505","Chanchaga","Keana",NA,0.621252814468543,0.621252814468543,2991,365,2028,9,0.722287300468542,10,0.232287300468542
"1506","Chanchaga","Keana",NA,0.644481544515397,0.644481544515397,3356,365,2029,10,0.745516030515397,11,0.255516030515397
"1507","Chanchaga","Keana",NA,0.667710274562251,0.667710274562251,3721,365,2030,11,0.768744760562251,12,0.278744760562251
